Species_name,Symbiotic_type,Binary_Symb_AnyAM,Binary_Sym_OnlyAM,C.selection,S.selection,R.selection,Cosine_CSR,Cosine_C,Cosine_S,Cosine_R,CSR0.7,CSR0.75,CSR0.8,CSR0.85,CSR0.9,CSR0.92,CSR0.95,C0.7,C0.75,C0.8,C0.85,C0.9,C0.92,C0.95,S0.7,S0.75,S0.8,S0.85,S0.9,S0.92,S0.95,R0.7,R0.75,R0.8,R0.85,R0.9,R0.92,R0.95
Spachea_membranacea,AM,AnyAM,OnlyAM,49.72750061,24.52700749,25.7454919,0.944418599,0.813433005,0.401208127,0.421139864,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spigelia_aceifolia,AM,AnyAM,OnlyAM,0,100,0,0.577350269,0,1,0,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spiraea_japonica,AM,AnyAM,OnlyAM,30.17625464,35.63835323,34.18539213,0.997607672,0.521417669,0.615797662,0.590691843,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spiraea_alba_var._latifolia,AM,AnyAM,OnlyAM,31.31547135,58.15964376,10.52488489,0.863162456,0.468179208,0.869510653,0.157351368,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spiraea_salicifolia,AM,AnyAM,OnlyAM,17.74847811,59.73220545,22.51931643,0.87137265,0.267870983,0.9015153,0.339875418,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spiraea_tomentosa_var._rosea,AM,AnyAM,OnlyAM,4.96325513,84.95553618,10.08120869,0.673723473,0.05791738,0.991365934,0.117639972,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spondias_mombin,AM,AnyAM,OnlyAM,72.24179176,21.33565309,6.422555142,0.76369245,0.95558128,0.282218231,0.084954613,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Spondias_radlkoferi,AM,AnyAM,OnlyAM,66.52224993,21.91475094,11.56299913,0.813317114,0.937103302,0.308714535,0.162888728,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Sporobolus_clandestinus,AM,AnyAM,OnlyAM,8.347548375,82.26740028,9.385051341,0.693757957,0.100306147,0.98854485,0.112773032,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Sporobolus_heterolepis,AM,AnyAM,OnlyAM,14.33949479,66.25577701,19.4047282,0.81879303,0.203361443,0.939633552,0.275196134,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Sporobolus_interruptus,AM,AnyAM,OnlyAM,8.404493141,87.06458947,4.530917385,0.659176699,0.095956412,0.994040391,0.051730731,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Sporobolus_vaginiflorus,AM,AnyAM,OnlyAM,1.77893762,53.01291537,45.20814701,0.828402585,0.025524826,0.760648058,0.648662481,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Sporobolus_virginicus,AM,AnyAM,OnlyAM,12.36847445,67.44856336,20.18296219,0.807689112,0.173029834,0.943577464,0.282351281,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stachys_alopecuros,AM,AnyAM,OnlyAM,55.96077539,2.814630764,41.22459385,0.829968608,0.804462894,0.040461663,0.592623241,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Betonica_officinalis,AM,AnyAM,OnlyAM,30.50912396,20.77373442,48.71714162,0.944609979,0.499163584,0.339881661,0.797067233,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stachys_recta,AM,AnyAM,OnlyAM,32.14020468,19.11772108,48.74207424,0.939772864,0.523157151,0.311185713,0.793391484,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stachys_sylvatica,AM,AnyAM,OnlyAM,44.18688997,0,55.81311003,0.811033649,0.620715994,0,0.784035493,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stachys_tenuifolia,AM,AnyAM,OnlyAM,24.38797292,53.55728263,22.05474445,0.918680721,0.388061836,0.852204383,0.350935465,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Staphylea_pinnata,AM,AnyAM,OnlyAM,53.38769886,16.32129056,30.29101058,0.908995931,0.840550418,0.256966828,0.47690989,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tabernaemontana_grandiflora,AM,AnyAM,OnlyAM,43.43119303,3.883089057,52.68571791,0.844208206,0.635055901,0.056778975,0.770376629,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Sterculia_apetala,AM,AnyAM,OnlyAM,78.79107071,18.33587247,2.873056826,0.713240736,0.973360614,0.22651572,0.035492859,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stigmaphyllon_lindenianum,AM,AnyAM,OnlyAM,59.64860707,0,40.35139293,0.801705954,0.828277841,0,0.560317604,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stipa_capillata,AM,AnyAM,OnlyAM,11.06438263,88.93561737,0,0.64421151,0.123457163,0.992349902,0,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stipa_pulcherrima,AM,AnyAM,OnlyAM,13.31614064,86.68385936,0,0.658318957,0.151836212,0.988405668,0,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Hesperostipa_spartea,AM,AnyAM,OnlyAM,26.49773755,73.50226245,0,0.738935886,0.339137785,0.940736713,0,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Strychnos_panamensis,AM,AnyAM,OnlyAM,32.47358335,56.58592906,10.94048759,0.872752351,0.490887382,0.855381997,0.165382035,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Strychnos_toxifera,AM,AnyAM,OnlyAM,45.01673515,41.18110533,13.80215951,0.922976368,0.719656419,0.658338431,0.220647114,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Stylogyne_turbacensis,AM,AnyAM,OnlyAM,63.03256204,36.96743796,0,0.79009831,0.862594571,0.505895846,0,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Succisa_pratensis,AM,AnyAM,OnlyAM,35.52373577,33.42028771,31.05597652,0.998504594,0.614369045,0.577990738,0.537100906,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Swertia_iberica,AM,AnyAM,OnlyAM,62.91714969,0,37.08285031,0.790541832,0.861498495,0,0.507760124,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Symphonia_globulifera,AM,AnyAM,OnlyAM,38.93018407,35.00492973,26.0648862,0.987207339,0.665664597,0.598546937,0.445681735,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Symphoricarpos_albus,AM,AnyAM,OnlyAM,25.40533058,49.65537217,24.93929726,0.944946363,0.415807803,0.812707049,0.408180259,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Symphyotrichum_falcatum,AM,AnyAM,OnlyAM,9.568216802,46.2547085,44.1770747,0.892715238,0.147946461,0.715203323,0.683078364,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Comanthera_cipoensis,AM,AnyAM,OnlyAM,17.28434077,82.71565923,0,0.683236637,0.204542987,0.978857582,0,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Syringa_vulgaris,AM,AnyAM,OnlyAM,36.83463635,50.82927769,12.33608596,0.902486102,0.575781274,0.79453876,0.192831748,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Syzygium_scortechinii,AM,AnyAM,OnlyAM,44.28917491,55.71082509,0,0.811222362,0.622297607,0.782780741,0,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Handroanthus_guayacan,AM,AnyAM,OnlyAM,58.01985354,31.13783368,10.84231278,0.865151884,0.869419974,0.466596396,0.16247065,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tabebuia_rosea,AM,AnyAM,OnlyAM,81.71989711,9.618468697,8.661634193,0.697800155,0.98768737,0.116251248,0.104686704,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tabebuia_roseoalba,AM,AnyAM,OnlyAM,45.02635122,34.16892564,20.80472314,0.958566476,0.747566133,0.567301834,0.345417872,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tabernaemontana_arborea,AM,AnyAM,OnlyAM,50.08739563,22.41160729,27.50099708,0.940637773,0.816040085,0.365137171,0.448055159,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tabernaemontana_flavicans,AM,AnyAM,OnlyAM,67.12103446,12.40929393,20.46967161,0.810183014,0.941894806,0.17413691,0.287246428,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Talisia_nervosa,AM,AnyAM,OnlyAM,73.82221793,26.17778207,0,0.737109869,0.942496926,0.334214818,0,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Talisia_princeps,AM,AnyAM,OnlyAM,72.86743754,25.93977633,1.192786125,0.7463544,0.941974665,0.335329647,0.015419429,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Dioscorea_communis,AM,AnyAM,OnlyAM,48.55099471,0,51.44900529,0.816153931,0.686326608,0,0.727293467,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tanacetum_corymbosum_subsp._corymbosum,AM,AnyAM,OnlyAM,64.24046473,0,35.75953527,0.785268463,0.87375054,0,0.486374334,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tanacetum_parthenium,AM,AnyAM,OnlyAM,39.7909979,3.242265411,56.96673669,0.829964558,0.572011823,0.046608888,0.818920073,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tanacetum_vulgare,AM,AnyAM,OnlyAM,57.94661382,21.55914499,20.49424118,0.886384737,0.889633153,0.330989662,0.314640584,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,C_spe,C_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Tapirira_guianensis,AM,AnyAM,OnlyAM,46.11360775,45.97578281,7.91060944,0.880162837,0.702995841,0.700894718,0.120596193,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
Taraxacum_erythrospermum,AM,AnyAM,OnlyAM,28.07193116,0.858007888,71.07006095,0.75551527,0.367346718,0.011227813,0.930016304,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,Non_S_spe,R_spec,R_spec,R_spec,R_spec,R_spec,R_spec,Non_R_spec
Taraxacum_laevigatum,AM,AnyAM,OnlyAM,11.37180783,63.34409535,25.28409683,0.834980742,0.16446239,0.91610072,0.365665958,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,Non_C_spe,S_spe,S_spe,S_spe,S_spe,S_spe,Non_S_spe,Non_S_spe,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec,Non_R_spec
