Species_name,Symbiotic_type,C-selection,S-selection,R-selection,CSR_categorical_level
Fritillaria collina,AM,29.16969504,0,70.83030496,R/CR
Fritillaria meleagris,AM,32.95899488,0,67.04100512,R/CR
Gagea spathacea,AM,18.30783678,0,81.69216322,R/CR
Galanthus nivalis,AM,42.58479913,0,57.41520087,CR
Galatella linosyris,AM,5.456460218,82.24760513,12.29593465,S
Galearia fulva,AM,37.67225117,58.38826288,3.939485951,CS
Galianthe peruviana,AM,0.666829467,99.33317053,0,S
Galinsoga quadriradiata,AM,31.93056318,0,68.06943682,R/CR
Galinsoga parviflora,AM,15.22463778,31.15144183,53.62392039,R/CSR
Garcinia intermedia,AM,48.00028118,51.99971882,0,CS
Garcinia madruno,AM,48.9477228,51.0522772,0,CS
Garcinia malaccensis,AM,40.21225208,59.78774792,0,CS
Genipa americana,AM,69.75784289,21.28272854,8.959428566,C/CS
Gentiana acaulis,AM,13.21230026,81.81055077,4.977148972,S
Gentiana alpina,AM,9.136196705,71.67355682,19.19024647,S/SR
Gentiana andrewsii,AM,37.68213074,34.79909603,27.51877322,CSR
Gentiana asclepiadea,AM,36.66188516,0,63.33811484,R/CR
Gentiana bavarica,AM,0,66.00505177,33.99494823,S/SR
Gentiana biebersteinii,AM,13.6635267,12.59808251,73.73839079,R/CR
Gentiana brachyphylla,AM,0,66.59198605,33.40801395,S/SR
Gentiana clusii,AM,41.72485569,55.27584889,2.99929542,CS
Gentiana lutea,AM,77.83085305,13.29651403,8.87263292,C/CS
Gentiana nivalis,AM,0,0,100,R
Gentiana pneumonanthe,AM,11.91830273,40.88354874,47.19814853,SR/CSR
Gentiana punctata,AM,60.22821855,2.968217306,36.80356414,CR
Gentiana purpurea,AM,46.34291475,30.52021998,23.13686527,C/CSR
Gentiana pyrenaica,AM,0.69892689,60.19842289,39.10265022,SR
Gentiana septemfida,AM,13.91178932,21.35826184,64.72994883,R/SR
Gentiana verna,AM,10.84489279,64.99270535,24.16240186,S/SR
Gentianella insubrica,AM,19.78124396,0,80.21875604,R/CR
Geranium caespitosum,AM,39.08658037,51.64228065,9.271138985,CS
Geranium dissectum,AM,18.68557007,25.07888287,56.23554706,R/CSR
Geranium gymnocaulon,AM,35.03408872,40.72169891,24.24421237,CS/CSR
Geranium lucidum,AM,31.80186158,16.06819944,52.12993898,R/CSR
Geranium maculatum,AM,51.89073127,6.925082697,41.18418604,CR
Geranium molle,AM,23.98516098,32.82224336,43.19259565,SR/CSR
Geranium nodosum,AM,55.26899577,5.948095037,38.78290919,CR
Geranium palustre,AM,51.17845463,22.04227778,26.77926759,C/CSR
Geranium phaeum,AM,64.24961951,0,35.75038049,C/CR
Geranium pratense,AM,55.66932667,17.91511701,26.41555632,C/CSR
Geranium richardsonii,AM,54.10675899,14.8606446,31.03259641,C/CSR
Geranium robertianum,AM,22.23572664,9.519846768,68.2444266,R/CR
Geranium rotundifolium,AM,23.40906095,29.89400655,46.69693249,R/CSR
Geranium sanguineum,AM,22.08724944,55.31590588,22.59684469,S/CSR
Geranium sylvaticum,AM,35.51446301,31.02438074,33.46115625,CSR
Geum canadense,AM,41.33780906,27.79522987,30.86696108,CSR
Geum macrophyllum,AM,11.51755845,62.89200835,25.5904332,S/SR
Geum montanum,AM,28.67148796,56.42652219,14.90198985,S/CSR
Geum reptans,AM,28.73376412,71.26623588,0,S/CS
Geum rivale,AM,49.08891832,27.05314027,23.85794142,C/CSR
Geum urbanum,AM,48.11206697,29.66146482,22.2264682,C/CSR
Ginkgo biloba,AM,33.59417583,15.44843801,50.95738616,CR/CSR
Gironniera parvifolia,AM,21.82159197,64.32336909,13.85503894,S/CS
Glechoma hederacea,AM,16.60209922,0,83.39790078,R/CR
Gleditsia triacanthos,AM,61.81602116,24.62379553,13.56018331,C/CSR
Gnaphalium hoppeanum,AM,2.655812516,75.73509504,21.60909244,S/SR
Pseudognaphalium luteoalbum,AM,7.924314846,15.38974552,76.68593963,R/SR
Gnaphalium obtusifolium,AM,22.46328576,0,77.53671424,R/CR
Gamochaeta purpurea,AM,19.03666674,80.96333326,0,S/CS
Gnaphalium supinum,AM,0,64.46875549,35.53124451,S/SR
Gonocaryum gracile,AM,43.36689596,51.78595616,4.847147879,CS
Gratiola officinalis,AM,11.59066167,16.43885574,71.97048258,R/SR
Guarea bullata,AM,66.35811198,31.49516704,2.146720977,C/CS
Guarea grandifolia,AM,79.71951453,15.76354774,4.516937727,C/CS
Guarea guidonia,AM,70.26691463,23.1296692,6.603416171,C/CS
Guatteria dumetorum,AM,42.30175065,45.01883521,12.67941415,CS/CSR
Guatteria schomburgkiana,AM,41.97896961,50.80355017,7.217480218,CS
Guazuma ulmifolia,AM,44.31815295,35.77716701,19.90468004,CS/CSR
Guettarda foliacea,AM,43.16679283,32.87941992,23.95378725,CS/CSR
Guettarda platypoda,AM,35.97939033,64.02060967,0,S/CS
Gustavia superba,AM,67.28546059,19.5062654,13.208274,C/CS
Gymnacranthera forbesii,AM,35.3047473,64.6952527,0,S/CS
Gymnocarpium dryopteris,AM,33.09158318,10.49815147,56.41026536,R/CSR
Hamelia axillaris,AM,39.6858886,33.23169114,27.08242026,CSR
Hampea appendiculata,AM,65.67552177,22.33669761,11.98778061,C/CS
Hancornia speciosa,AM,24.56816126,73.58962763,1.84221111,S/CS
Handroanthus impetiginosus,AM,45.26122937,41.8683512,12.87041943,CS/CSR
Handroanthus serratifolius,AM,43.06608203,17.4296349,39.50428307,CR/CSR
Hasseltia floribunda,AM,50.94730284,31.54762246,17.50507469,C/CSR
Hebe franciscana,AM,15.07377067,76.75454724,8.171682089,S/CS
Hedeoma hispida,AM,1.392120184,42.58036743,56.02751238,SR
Hedera helix,AM,36.07541763,12.99902762,50.92555475,CR/CSR
Stenaria nigricans,AM,0,74.60859424,25.39140576,S/SR
Houstonia purpurea var. purpurea,AM,3.259658086,61.67791195,35.06242996,S/SR
Heisteria acuminata,AM,41.09703434,49.26373061,9.639235051,CS
Heisteria concinna,AM,43.72233447,56.13602684,0.141638694,CS
Helenium autumnale,AM,9.87078949,85.50604024,4.623170274,S
Helianthella quinquenervis,AM,53.09062722,11.16484716,35.74452563,CR/CSR
Helianthus annuus,AM,77.24684062,0,22.75315938,C/CR
Helianthus grosseserratus,AM,37.73735539,33.39510882,28.86753578,CSR
Helianthus hirsutus,AM,15.6302848,77.69655609,6.67315911,S/CS
Helianthus occidentalis,AM,37.40511002,43.53537822,19.05951177,CS/CSR
Helianthus tuberosus,AM,71.74301376,0,28.25698624,C/CR
Helicostylis tomentosa,AM,46.45092059,35.83174706,17.71733235,CS/CSR
Avenula pubescens,AM,16.88748742,55.61827484,27.49423774,S/CSR
Helictochloa versicolor,AM,13.18226719,86.17754241,0.640190399,S
Heliomeris multiflora,AM,18.48886521,44.93000075,36.58113403,SR/CSR
Helleborus foetidus,AM,79.54831902,7.221358967,13.23032201,C/CR
Helleborus niger,AM,80.2945588,16.23338542,3.472055784,C/CS
Helleborus viridis,AM,80.87603353,0.343562538,18.78040394,C/CR
Henriettea succosa,AM,61.25324639,17.97726179,20.76949182,C/CSR
Anemone hepatica,AM,43.22604553,30.9166551,25.85729937,CSR
Heracleum mantegazzianum,AM,73.27969073,3.980732254,22.73957701,C/CR
Heracleum sphondylium,AM,82.75160776,6.785042855,10.46334939,C
Herrania purpurea,AM,78.20799183,16.68121712,5.110791053,C/CS
Heterotheca villosa,AM,10.85290062,61.49517378,27.6519256,S/SR
Hibiscus syriacus,AM,34.21676241,44.41204113,21.37119646,CS/CSR
Hieracium acuminatum,AM,40.18396934,0,59.81603066,CR
Hieracium alpinum,AM,27.17065134,14.95523849,57.87411018,R/CSR
Hieracium amplexicaule,AM,62.88042024,0,37.11957976,C/CR
Hieracium angustifolium,AM,9.562304421,59.17601881,31.26167677,S/CSR
Pilosella aurantiaca,AM,12.49703757,65.44357615,22.05938628,S/SR
Hieracium bifidum,AM,25.90292614,32.66167795,41.43539591,CSR
Pilosella cymosa,AM,51.45875555,0,48.54124445,CR
Hieracium echioides,AM,37.24253245,10.1636395,52.59382805,CR
Hieracium fendleri,AM,41.99554477,0,58.00445523,CR
Pilosella × floribunda,AM,30.03755303,0,69.96244697,R/CR
Hieracium glaucinum,AM,59.67712623,0,40.32287377,CR
Hieracium humile,AM,39.56308431,1.632416742,58.80449895,CR
Hieracium intybaceum,AM,32.57354069,13.4180235,54.00843581,R/CSR
Pilosella lactucella,AM,26.34616961,0,73.65383039,R/CR
Hieracium laevigatum,AM,26.83494592,3.293581755,69.87147232,R/CR
Hieracium maculatum,AM,51.84994604,6.197029528,41.95302443,CR
Hieracium murorum,AM,46.03831549,0,53.96168451,CR
Pilosella officinarum,AM,22.6772368,36.00164622,41.32111697,SR/CSR
Hieracium piloselloides,AM,36.08635163,23.89802477,40.0156236,CR/CSR
Hieracium porrifolium,AM,31.40257422,30.23886812,38.35855766,CSR
Hieracium pratense,AM,39.77605438,18.51981283,41.70413279,CR/CSR
Hieracium prenanthoides,AM,29.27482066,29.82100122,40.90417812,CSR
Hieracium racemosum,AM,42.00295115,0,57.99704885,CR
Hieracium sabaudum,AM,36.60936008,19.78462233,43.60601759,CR/CSR
Hieracium scabrum,AM,7.902506342,73.5570816,18.54041206,S/SR
Hieracium tenuiflorum,AM,27.15621697,2.964350631,69.8794324,R/CR
Hieracium umbellatum,AM,35.22818985,4.861953043,59.9098571,CR
Hieracium villosum,AM,29.32194692,22.30727019,48.37078289,R/CSR
Hieracium lachenalii subsp. cruentifolium,AM,42.54643799,0,57.45356201,CR
Hierochloe odorata,AM,0.862770644,18.28032435,80.856905,R/SR
Hieronyma alchorneoides,AM,67.13217565,24.18351773,8.684306615,C/CS
Himatanthus bracteatus,AM,64.52055037,30.07731514,5.40213449,C/CS
Hiraea faginea,AM,42.61357237,41.53390774,15.85251989,CS/CSR
Hiraea grandifolia,AM,60.84833347,32.89846906,6.253197462,C/CS
Hiraea reclinata,AM,46.57107514,41.08028256,12.3486423,CS/CSR
Hiraea smilacina,AM,50.11877534,31.49595967,18.38526498,C/CSR
Hirtella americana,AM,44.26491183,47.83768612,7.897402043,CS
Hirtella ciliata,AM,28.22640666,71.77359334,0,S/CS
Hirtella racemosa,AM,30.57010552,68.98192689,0.447967589,S/CS
Hirtella triandra,AM,31.34868868,53.06928698,15.58202435,S/CSR
Holcus lanatus,AM,20.05958421,28.81512849,51.1252873,R/CSR
Holcus mollis,AM,24.03311463,21.53234505,54.43454032,R/CSR
Homogyne alpina,AM,24.89333831,73.91535818,1.19130351,S/CS
Homolepis longispicula,AM,26.3677316,73.6322684,0,S/CS
Hordelymus europaeus,AM,37.36292093,13.77742553,48.85965355,CR/CSR
Hordeum vulgare var. distichon,AM,44.05173578,5.603475841,50.34478838,CR
Hordeum hexastichum,AM,30.29171048,38.67865599,31.02963353,CSR
Hordeum marinum,AM,1.085333886,30.58085773,68.33380838,R/SR
Hordeum murinum,AM,19.46859955,26.05310181,54.47829864,R/CSR
Hordeum vulgare,AM,52.09884431,6.735530216,41.16562547,CR
Horminum pyrenaicum,AM,51.26826776,15.44925043,33.28248182,CR/CSR
Hottonia palustris,AM,12.25863267,12.73224061,75.00912672,R/SR
Humiriastrum diguense,AM,25.60299053,74.39700947,0,S/CS
Hura crepitans,AM,52.99339577,33.63502341,13.37158082,CS/CSR
Hyacinthoides non-scripta,AM,60.64572186,0,39.35427814,CR
Hyalopoa pontica,AM,13.13334562,38.5323562,48.33429818,SR/CSR
Pombalia prunifolia,AM,38.38190404,44.48355472,17.13454123,CS/CSR
Hydrocotyle vulgaris,AM,25.56592416,0,74.43407584,R/CR
Hymenaea courbaril,AM,48.91132255,37.77772956,13.31094789,CS/CSR
Hymenopappus mexicanus,AM,55.97173541,0,44.02826459,CR
Hyoscyamus niger,AM,58.67780146,0,41.32219854,CR
Hypericum canadense,AM,12.1091447,43.49701102,44.39384428,SR/CSR
Hypericum elodes,AM,5.944220862,24.95502105,69.10075808,R/SR
Hypericum hirsutum,AM,17.67444464,39.4454288,42.88012656,SR/CSR
Hypericum humifusum,AM,4.825304483,7.466599219,87.7080963,R
Hypericum linarioides,AM,4.610312322,53.97283382,41.41685386,SR
Hypericum montanum,AM,17.33088181,40.84974971,41.81936848,SR/CSR
Hypericum perforatum,AM,8.14525228,21.58203786,70.27270986,R/SR
Hypericum sphaerocarpum,AM,5.832698063,79.84388877,14.32341317,S/SR
Hypericum tetrapterum,AM,7.01365989,38.96215451,54.0241856,SR
Hypochaeris glabra,AM,15.39314021,0,84.60685979,R
Hypochaeris maculata,AM,71.14701859,0,28.85298141,C/CR
Hypochaeris radicata,AM,63.13333148,0,36.86666852,C/CR
Hyptis complicata,AM,20.75374715,79.24625285,0,S/CS
Eplingiella fruticosa,AM,14.96417866,79.40014305,5.635678288,S/CS
Hyssopus officinalis,AM,13.30923594,29.07523915,57.61552491,R/CSR
Ilex aquifolium,AM,45.10456264,54.89543736,0,CS
Impatiens balfourii,AM,46.8637272,0,53.1362728,CR
Impatiens capensis,AM,31.49360995,21.80626089,46.70012916,R/CSR
Impatiens noli-tangere,AM,33.49229661,0,66.50770339,R/CR
Impatiens pallida,AM,11.92916853,56.59260772,31.47822375,S/CSR
Impatiens parviflora,AM,38.85675362,0,61.14324638,CR
Pentanema britannicum,AM,50.05961878,0,49.94038122,CR
Inula helenium,AM,84.08936649,9.245735744,6.664897766,C
Inula hirta,AM,18.16690752,64.96861238,16.86448009,S/CSR
Inula salicina,AM,21.85298864,33.49202364,44.65498772,SR/CSR
Ipomopsis aggregata,AM,45.34696885,0,54.65303115,CR
Ipomopsis multiflora,AM,5.361389517,34.97601651,59.66259398,SR
Iris foetidissima,AM,60.7250801,37.78085412,1.494065773,CS
Iris graminea,AM,54.64628882,33.38411645,11.96959473,C/CSR
Iris missouriensis,AM,48.90275224,51.09724776,0,CS
Iris pseudacorus,AM,81.90263054,4.246408349,13.85096111,C
Iris sibirica,AM,36.50044118,38.49229629,25.00726254,CSR
Ischaemum afrum,AM,14.90999609,76.8586693,8.231334618,S/CS
Isopyrum biternatum,AM,18.22739403,9.974971755,71.79763421,R/CR
Iva xanthiifolia,AM,71.28749138,0.220283502,28.49222512,C/CR
Ixonanthes icosandra,AM,22.85906951,75.11624508,2.024685417,S/CS
Ixora lobbii,AM,43.76648041,56.23351959,0,CS
Jacaranda copaia,AM,75.37823747,20.59492691,4.026835623,C/CS
Jacaranda racemosa,AM,23.61340899,72.14484084,4.241750173,S/CS
Juglans regia,AM,73.15959083,21.44529011,5.395119058,C/CS
Juniperus communis,AM,0,86.61433434,13.38566566,S
Juniperus oxycedrus,AM,1.288759578,85.50545531,13.20578511,S
Juniperus virginiana,AM,4.917166189,95.08283381,0,S
Jurinea cyanoides,AM,45.11757353,54.88242647,0,CS
Kemulariella caucasica,AM,25.66924681,28.2629835,46.06776969,R/CSR
Kerria japonica,AM,27.87273135,39.0807708,33.04649785,CSR
Kickxia spuria,AM,33.99717496,7.600115151,58.40270989,CR
Knautia arvensis,AM,70.26660566,5.660311568,24.07308277,C/CR
Knautia drymeia,AM,57.10340481,0,42.89659519,CR
Knautia transalpina,AM,67.08321739,8.602796037,24.31398658,C/CR
Knautia velutina,AM,68.98193574,0,31.01806426,C/CR
Knema furfuracea,AM,47.15803151,46.17319039,6.668778099,CS
Knema laurina,AM,36.59067257,63.40932743,0,S/CS
Knema patentinervia,AM,66.17554977,33.82445023,0,C/CS
Knema scortechinii,AM,38.84700457,52.8645733,8.28842213,CS
Koeleria pyramidata,AM,26.48951472,53.18034129,20.33014399,S/CSR
Koeleria glauca,AM,8.171813161,78.89620591,12.93198093,S/SR
Koeleria macrantha,AM,14.20594448,72.84820696,12.94584856,S/CS
Lacistema aggregatum,AM,42.53390652,32.29815694,25.16793654,CSR
Lacmellea panamensis,AM,33.42954518,49.34386313,17.22659169,CS/CSR
Lactuca alpina,AM,68.57729558,0,31.42270442,C/CR
Lactuca canadensis,AM,43.48432724,12.59898806,43.91668469,CR/CSR
Lactuca perennis,AM,55.15238855,0,44.84761145,CR
Lactuca serriola,AM,57.86110493,9.357709564,32.7811855,C/CSR
Lactuca tatarica,AM,52.5447129,0,47.4552871,CR
Lactuca virosa,AM,65.22746257,3.17062066,31.60191677,C/CR
Laennecia schiedeana,AM,21.14791542,5.451032441,73.40105213,R/CR
Laetia procera,AM,40.46439227,47.48855886,12.04704887,CS/CSR
Laetia thamnia,AM,33.35740944,49.95725041,16.68534015,CS/CSR
Lafoensia punicifolia,AM,26.64026084,69.62530449,3.734434671,S/CS
Lagurus ovatus,AM,14.57774404,16.72860369,68.69365227,R/SR
Lansium domesticum,AM,47.81556018,52.18443982,0,CS
Lantana camara,AM,34.53623779,46.42222814,19.04153407,CS/CSR
Laphangium luteoalbum,AM,9.661883195,0,90.3381168,R
Lapsana communis,AM,48.16948711,1.590286519,50.24022637,CR
Larrea divaricata,AM,1.020886504,98.9791135,0,S
Laserpitium halleri,AM,70.21335763,24.78535936,5.001283011,C/CS
Laserpitium latifolium,AM,81.7331046,6.217071401,12.049824,C
Laserpitium nitidum,AM,60.99795239,25.32760574,13.67444186,C/CSR
Silphiodaucus prutenicus,AM,59.70790931,23.33977696,16.95231373,C/CSR
Laserpitium siler,AM,60.624169,32.807668,6.568163003,C/CS
Laurus nobilis,AM,31.20844843,68.79155157,0,S/CS
Lavandula angustifolia,AM,5.552648575,0,94.44735142,R
Lavandula latifolia,AM,16.37535215,0,83.62464785,R/CR
Lavandula stoechas,AM,43.00004127,56.99995873,0,CS
Lavoisiera confertiflora,AM,11.06703528,85.36212496,3.57083976,S
Leandra dichotoma,AM,47.76348958,16.2428499,35.99366052,CR/CSR
Lecythis pisonis,AM,46.82897049,53.17102951,0,CS
Legousia hybrida,AM,0,0,100,R
Legousia speculum-veneris,AM,6.452809238,0,93.54719076,R
Leiothrix crassifolia,AM,11.72171959,54.00640764,34.27187277,SR/CSR
Scorzoneroides autumnalis,AM,16.96865302,42.24492881,40.78641818,SR/CSR
Leontodon hispidus,AM,45.93011877,0,54.06988123,CR
Leontodon incanus,AM,41.01547295,23.35369285,35.6308342,CR/CSR
Scorzoneroides montana,AM,41.59371685,13.14582545,45.2604577,CR/CSR
Scorzoneroides pyrenaica,AM,32.77422917,0,67.22577083,R/CR
Leontodon taraxacoides,AM,30.65194547,6.66344298,62.68461155,R/CR
Chaiturus marrubiastrum,AM,38.26921444,28.19786398,33.53292158,CSR
Leopoldia comosa,AM,67.1980703,0,32.8019297,C/CR
Lepisanthes senegalensis,AM,59.76831192,40.00900205,0.222686031,CS
Lepisanthes tetraphylla,AM,59.05179005,36.42762191,4.520588038,CS
Lessingianthus psilophyllus,AM,6.104168442,93.89583156,0,S
Leucanthemopsis alpina,AM,5.244032939,0,94.75596706,R
Leucanthemum heterophyllum,AM,38.3748764,0,61.6251236,CR
Leucanthemum ircutianum,AM,45.44214634,15.40116774,39.15668591,CR/CSR
Leucanthemum vulgare,AM,20.8492526,0,79.1507474,R/CR
Leucojum aestivum,AM,66.61605164,0,33.38394836,C/CR
Leucojum vernum,AM,47.72944037,0,52.27055963,CR
Liatris aspera,AM,20.320891,45.00725046,34.67185854,SR/CSR
Liatris cylindracea,AM,13.89990948,71.73430512,14.36578539,S/SR
Liatris pycnostachya,AM,39.15453647,60.84546353,0,CS
Liatris squarrosa,AM,11.93018573,73.94293064,14.12688363,S/SR
Liatris squarrulosa,AM,15.26456033,84.73543967,0,S
Licania hypoleuca,AM,25.53139721,61.118641,13.34996179,S/CSR
Licania octandra,AM,27.25702712,72.74297288,0,S/CS
Licania platypus,AM,48.16473423,43.01692304,8.81834273,CS
Ligularia sibirica,AM,53.14238507,20.25075569,26.60685924,C/CSR
Ligusticum mutellina,AM,22.17425359,46.01020788,31.81553853,SR/CSR
Ligustrum lucidum,AM,42.7319797,57.2680203,0,CS
Ligustrum ovalifolium,AM,31.97133827,53.47900668,14.54965504,S/CSR
Ligustrum sinense,AM,19.93703788,63.90372327,16.15923885,S/CSR
Ligustrum vulgare,AM,11.76064549,77.06511135,11.17424316,S/CS
Lilium bulbiferum,AM,35.6614983,0,64.3385017,R/CR
Lilium martagon,AM,47.03690006,0,52.96309994,CR
Lindackeria laurina,AM,59.21996153,34.62032253,6.159715946,CS
Linnaea borealis,AM,5.683218409,42.09549466,52.22128693,SR
Linum australe,AM,0,83.14308836,16.85691164,S/SR
Linum austriacum,AM,1.066370675,38.72265403,60.2109753,SR
Linum catharticum,AM,0.081929546,36.23949255,63.67857791,R/SR
Linum lewisii,AM,0,81.63156057,18.36843943,S/SR
Linum medium,AM,0,0,100,R
Linum perenne,AM,1.165357744,21.24207385,77.5925684,R/SR
Linum suffruticosum,AM,0,59.60208405,40.39791595,SR
Linum tenuifolium,AM,0.290349699,65.91789192,33.79175839,S/SR
Linum usitatissimum,AM,1.922869988,12.87216696,85.20496306,R
Lithrea molleoides,AM,22.81633187,77.18366813,0,S/CS
Litsea magnifica,AM,41.81250599,51.84946442,6.338029594,CS
Gagea serotina,AM,34.68371411,0,65.31628589,R/CR
Filago arvensis,AM,3.995265806,29.9910223,66.0137119,R/SR
Logfia minima,AM,0,59.27111109,40.72888891,SR
Lolium perenne,AM,21.68276386,0,78.31723614,R/CR
Lolium remotum,AM,43.53683691,2.641756868,53.82140622,CR
Lolium rigidum,AM,8.70764354,44.96168709,46.33066937,SR
Lolium temulentum,AM,32.90502955,27.4238378,39.67113265,CSR
Lomelosia argentea,AM,7.867505597,92.1324944,0,S
Lomelosia graminifolia,AM,29.68973235,30.61691345,39.6933542,CSR
Lonicera alpigena,AM,42.90996974,23.78174193,33.30828832,CR/CSR
Lonicera caerulea,AM,18.28764473,49.36491519,32.34744008,S/CSR
Lonicera caprifolium,AM,31.67424568,43.02670137,25.29905295,CSR
Lonicera implexa,AM,20.73547323,79.26452677,0,S/CS
Lonicera japonica,AM,34.03361665,51.30532669,14.66105666,CS/CSR
Lonicera nigra,AM,19.31045245,57.39053821,23.29900934,S/CSR
Lonicera periclymenum,AM,12.69951316,72.8206375,14.47984934,S/SR
Lonicera xylosteum,AM,34.03361665,51.30532669,14.66105666,CS/CSR
Lozania pittieri,AM,43.8231761,24.19921096,31.97761294,CR/CSR
Luehea seemannii,AM,42.03796375,48.06718869,9.894847561,CS
Lychnophora rupestris,AM,0.098846963,99.90115304,0,S
Lycium barbarum,AM,57.44545413,0,42.55454587,CR
Lycopodiella inundata,AM,0,0,100,R
Lycopus americanus,AM,16.86773312,32.13173104,51.00053584,R/CSR
Lycopus europaeus,AM,34.13049241,0,65.86950759,R/CR
Lysimachia nummularia,AM,12.47833264,32.1609919,55.36067546,R/CSR
Lysimachia thyrsiflora,AM,32.49269835,15.19302105,52.3142806,R/CSR
Lysimachia vulgaris,AM,32.97824261,26.08996586,40.93179153,CSR
Macaranga lowii,AM,64.52323478,35.47676522,0,C/CS
Dieteria canescens,AM,9.507858614,81.60730292,8.884838465,S
Xanthisma gracile,AM,0,57.75337416,42.24662584,SR
Maclura tinctoria,AM,37.79825949,41.09169612,21.11004439,CS/CSR
Macrocnemum roseum,AM,58.82205632,20.88666307,20.2912806,C/CSR
Madhuca malaccensis,AM,24.04716949,66.81875056,9.134079951,S/CS
Berberis aquifolium,AM,47.87476874,52.12523126,0,CS
Maianthemum bifolium,AM,30.01960787,30.55348863,39.4269035,CSR
Maianthemum canadense,AM,20.00797715,52.66089408,27.33112877,S/CSR
Mallotus penangensis,AM,62.57479842,33.93574603,3.489455555,C/CS
Malpighia romeroana,AM,48.10119414,22.69563048,29.20317538,C/CSR
Malus sylvestris,AM,27.21168881,68.28250122,4.505809968,S/CS
Malva alcea,AM,40.87211745,0,59.12788255,CR
Malva neglecta,AM,21.94796284,28.27320615,49.77883101,R/CSR
Malva pusilla,AM,56.37733314,0,43.62266686,CR
Malva sylvestris,AM,67.44613071,1.9491333,30.60473599,C/CR
Malva verticillata,AM,70.09640925,4.226489887,25.67710086,C/CR
Manilkara bidentata,AM,44.55178658,55.44821342,0,CS
Manilkara salzmannii,AM,40.57210991,51.41939796,8.008492134,CS
Maquira guianensis,AM,50.06645478,36.88920445,13.04434077,CS/CSR
Maranta noctiflora,AM,35.66131786,33.1585709,31.18011125,CSR
Maranthes panamensis,AM,33.2451114,66.7548886,0,S/CS
Marcetia acerosa,AM,0,100,0,S
Marcetia taxifolia,AM,0,63.54754253,36.45245747,S/SR
Margaritaria nobilis,AM,40.7081786,41.86498634,17.42683506,CS/CSR
Marila laxiflora,AM,52.35715738,38.12739059,9.515452027,CS
Maripa panamensis,AM,51.5177417,39.73737979,8.744878513,CS
Marrubium vulgare,AM,15.88621115,66.79800132,17.31578752,S/SR
Martinella obovata,AM,61.6693491,31.3095069,7.021143999,C/CS
Adelphia hiraea,AM,44.23679044,50.24055522,5.52265434,CS
Matricaria caucasica,AM,19.94142406,0,80.05857594,R/CR
Matricaria chamomilla,AM,74.42002205,11.61381139,13.96616656,C/CR
Matricaria matricarioides,AM,15.72259979,44.12314419,40.15425603,SR/CSR
Matteuccia struthiopteris,AM,67.7976758,0,32.2023242,C/CR
Monteverdia erythroxyla,AM,35.61339993,64.38660007,0,S/CS
Monteverdia schippii,AM,47.18371297,47.30141506,5.514871977,CS
Tricerma vitis-idaeum,AM,27.08685066,72.91314934,0,S/CS
Meiogyne monosperma,AM,40.23469912,55.46355651,4.30174437,CS
Melica ciliata,AM,15.09026793,62.52020817,22.3895239,S/CSR
Melica nutans,AM,15.71233196,31.7479796,52.53968844,R/CSR
Melica uniflora,AM,17.10731769,31.1251907,51.76749161,R/CSR
Melinis minutiflora,AM,26.40379048,55.29252854,18.30368098,S/CSR
Melinis repens,AM,20.42517094,51.04659882,28.52823024,S/CSR
Melittis melissophyllum,AM,38.12186196,0,61.87813804,CR
Memecylon minutiflorum,AM,35.06357429,64.93642571,0,S/CS
Mentha aquatica,AM,34.77734998,13.55669295,51.66595707,CR/CSR
Mentha arvensis,AM,20.40395309,7.350181191,72.24586572,R/CR
Mentha badensis,AM,31.47301062,41.83034276,26.69664662,CSR
Mentha longifolia,AM,39.68874403,14.29522245,46.01603352,CR/CSR
Mentha pulegium,AM,11.45120897,12.42258414,76.12620689,R/SR
Mentha suaveolens,AM,35.76087921,13.10662747,51.13249333,CR/CSR
Mercurialis annua,AM,29.4027665,6.699879182,63.89735432,R/CR
Mercurialis perennis,AM,38.53476528,0,61.46523472,CR
Mesosetum exaratum,AM,2.294285594,97.70571441,0,S
Mesosetum loliiforme,AM,19.956418,62.19413167,17.84945033,S/CSR
Mespilus germanica,AM,28.14560468,44.14816057,27.70623474,S/CSR
Mesua cornerii,AM,60.25384146,39.74615854,0,CS
Mesua ferrea,AM,26.50867103,69.82861637,3.662712602,S/CS
Miconia affinis,AM,52.02964681,31.4862264,16.48412679,C/CSR
Miconia albicans,AM,48.01356707,51.98643293,0,CS
Miconia argentea,AM,64.69749613,30.14723456,5.155269303,C/CS
Miconia dorsiloba,AM,51.14303527,28.51949582,20.33746891,C/CSR
Miconia elata,AM,74.028254,24.31786962,1.653876376,C/CS
Miconia hondurensis,AM,59.48175908,29.55026083,10.96798009,C/CSR
Miconia impetiolaris,AM,70.67659355,20.62953415,8.693872303,C/CS
Miconia minutiflora,AM,43.71709205,54.05427816,2.228629794,CS
Miconia nervosa,AM,52.51642512,29.94068481,17.54289008,C/CSR
Miconia prasina,AM,59.12071782,32.91447288,7.964809307,C/CS
Microcos lanceolata,AM,27.88753679,66.42175608,5.690707134,S/CS
Microdesmis caseariifolia,AM,62.86722118,37.13277882,0,C/CS
Micropyrum tenellum,AM,0.970878226,29.08069071,69.94843106,R/SR
Milium effusum,AM,34.25117397,16.12062992,49.62819612,CR/CSR
Erythranthe guttata,AM,36.05421556,0,63.94578444,R/CR
