Species_name,Symbiotic_type,C-selection,S-selection,R-selection,CSR_categorical_level
Capsella rubella,NM,38.46147208,0,61.53852792,CR
Cardamine bellidifolia,NM,4.641431421,0,95.35856858,R
Cardamine bulbifera,NM,23.84606338,0,76.15393662,R/CR
Cardamine heptaphylla,NM,53.72074571,0,46.27925429,CR
Cardamine hirsuta,NM,7.101636615,26.21060482,66.68775857,R/SR
Cardamine parviflora,NM,7.089923642,0.160234718,92.74984164,R
Cardamine pratensis,NM,36.96838898,10.88057349,52.15103753,CR/CSR
Cardamine resedifolia,NM,3.964793066,62.41103812,33.62416882,S/SR
Arabidopsis arenosa,NM,9.814688903,24.94866109,65.23665001,R/SR
Arabidopsis halleri,NM,14.40167289,14.7883543,70.80997281,R/SR
Arabidopsis lyrata subsp. petraea,NM,3.880978855,0,96.11902114,R
Lepidium draba,NM,57.10741953,0,42.89258047,CR
Ceratophyllum demersum,NM,23.88127172,0,76.11872828,R/CR
Asplenium ceterach,NM,33.21928133,66.63989856,0.140820109,S/CS
Chaenorhinum minus,NM,3.901272411,0,96.09872759,R
Chelidonium majus,NM,49.38759841,17.7016921,32.91070948,CR/CSR
Chrysosplenium alternifolium,NM,22.27096855,0,77.72903145,R/CR
Cochlearia danica,NM,9.562466111,0,90.43753389,R
Conringia orientalis,NM,56.80791579,0,43.19208421,CR
Corispermum intermedium,NM,21.07697791,6.763347956,72.15967413,R/CR
Lepidium squamatum,NM,2.324935268,0,97.67506473,R
Corrigiola litoralis,NM,0,0,100,R
Descurainia sophia,NM,31.12742246,1.004730435,67.8678471,R/CR
Dianthus armeria,NM,24.3538399,28.96284252,46.68331758,R/CSR
Dianthus barbatus,NM,36.16762259,33.66214192,30.17023549,CSR
Dianthus carthusianorum,NM,16.1484642,61.41573098,22.43580481,S/CSR
Dianthus gratianopolitanus,NM,6.650334302,57.24713937,36.10252633,SR
Dianthus seguieri,NM,10.14427531,64.98203474,24.87368995,S/SR
Dianthus superbus,NM,19.61417341,22.26308931,58.12273728,R/CSR
Dianthus sylvestris,NM,15.02787489,84.97212511,0,S
Diplotaxis muralis,NM,39.23634551,0,60.76365449,CR
Draba aizoides,NM,0,66.38298517,33.61701483,S/SR
Draba asprella,NM,5.138598295,38.94890466,55.91249705,SR
Draba dubia,NM,0,85.04233268,14.95766732,S
Draba hispida,NM,0.666691914,0,99.33330809,R
Drosera anglica,NM,7.574432497,0,92.4255675,R
Drosera intermedia,NM,0,12.47290681,87.52709319,R
Drosera rotundifolia,NM,3.657029235,0,96.34297077,R
Egeria densa,NM,5.076803332,0,94.92319667,R
Draba verna,NM,4.800763164,0,95.19923684,R
Erucastrum nasturtiifolium,NM,52.25994976,32.32972592,15.41032432,C/CSR
Erysimum cheiranthoides,NM,9.125338939,70.92955731,19.94510375,S/SR
Erysimum hieraciifolium,NM,14.89338166,44.72091594,40.3857024,SR/CSR
Erysimum odoratum,NM,22.54571571,4.245986763,73.20829752,R/CR
Euphrasia frigida,NM,0.719309824,71.03603099,28.24465918,S/SR
Euphrasia minima,NM,1.976448581,13.90883418,84.11471724,R
Euphrasia nemorosa,NM,1.695970318,48.26232929,50.04170039,SR
Euphrasia officinalis,NM,3.276001048,55.64866871,41.07533025,SR
Euphrasia ossica,NM,1.536707364,24.18820906,74.27508358,R/SR
Euphrasia stricta,NM,0.898959967,44.46188069,54.63915935,SR
Fumaria officinalis,NM,32.86176379,0,67.13823621,R/CR
Fumaria parviflora,NM,33.66035956,0,66.33964044,R/CR
Fumaria vaillantii,NM,9.826911832,0,90.17308817,R
Gypsophila perfoliata,NM,60.42469507,0,39.57530493,CR
Gypsophila repens,NM,11.67963945,0,88.32036055,R
Hesperis matronalis,NM,21.76544433,0,78.23455567,R/CR
Hirschfeldia incana,NM,68.56261616,0,31.43738384,C/CR
Holosteum umbellatum,NM,2.100680828,0,97.89931917,R
Hornungia alpina,NM,1.232970696,0,98.7670293,R
Hydrocharis morsus-ranae,NM,36.98992664,0,63.01007336,R/CR
Iberis sempervirens,NM,24.74212872,66.06683772,9.191033552,S/CS
Iberis umbellata,NM,23.9356012,0,76.0643988,R/CR
Isatis tinctoria,NM,57.8311892,0,42.1688108,CR
Kernera saxatilis,NM,0.508710304,0,99.4912897,R
Lagenocarpus alboniger,NM,17.55966304,82.44033696,0,S/CS
Lagenocarpus rigidus subsp. tenuifolius,NM,12.14710055,87.85289945,0,S
Lagenocarpus velutinus,NM,24.42904442,75.57095558,0,S/CS
Lemna gibba,NM,0,0,100,R
Lemna minor,NM,0,0,100,R
Lemna trisulca,NM,0,0,100,R
Lepidium campestre,NM,25.4904825,22.88812756,51.62138994,R/CSR
Lepidium densiflorum,NM,11.3921258,0,88.6078742,R
Lepidium latifolium,NM,64.70913603,1.719368332,33.57149564,C/CR
Lepidium ruderale,NM,11.92313264,0,88.07686736,R
Lepidium sativum,NM,32.68350265,0,67.31649735,R/CR
Lepidium virginicum,NM,9.182481227,29.32726791,61.49025087,R/SR
Lunaria annua,NM,59.39105645,0,40.60894355,CR
Lunaria rediviva,NM,61.44821627,0,38.55178373,CR
Matthiola incana,NM,33.19649312,0,66.80350688,R/CR
Melampyrum arvense,NM,24.82172023,8.486193469,66.6920863,R/CR
Melampyrum cristatum,NM,21.53483537,14.42879926,64.03636537,R/CR
Melampyrum nemorosum,NM,22.88797704,0,77.11202296,R/CR
Melampyrum pratense,NM,33.97683603,33.16710498,32.85605899,CSR
Melampyrum sylvaticum,NM,17.1159965,0,82.8840035,R/CR
Menyanthes trifoliata,NM,50.85902415,12.86322137,36.27775447,CR/CSR
Moehringia ciliata,NM,0,75.96990588,24.03009412,S/SR
Moehringia trinervia,NM,11.23572409,0,88.76427591,R
Myagrum perfoliatum,NM,37.512134,0,62.487866,CR
Nasturtium officinale,NM,11.72889389,0,88.27110611,R
Nelumbo nucifera,NM,91.90200462,1.08976017,7.008235211,C
Thlaspi montanum,NM,16.34473622,0,83.65526378,R/CR
Nuphar lutea,NM,88.7657096,9.61406257,1.620227831,C
Odontites luteus,NM,2.948267423,48.26421555,48.78751702,SR
Odontites vernus,NM,9.287011473,25.08722468,65.62576385,R/SR
Petrorhagia prolifera,NM,9.712152609,64.62770342,25.66014397,S/SR
Phytolacca americana,NM,56.75499282,0,43.24500718,CR
Phytolacca acinosa,NM,75.10217373,0,24.89782627,C/CR
Pinguicula alpina,NM,5.670718366,0,94.32928163,R
Pinguicula vulgaris,NM,11.41397467,0,88.58602533,R
Potamogeton acutifolius,NM,3.460807421,37.05449998,59.4846926,SR
Potamogeton alpinus,NM,19.378555,0.891361738,79.73008327,R/CR
Potamogeton compressus,NM,8.681802102,0,91.3181979,R
Potamogeton crispus,NM,17.12366812,16.62956078,66.2467711,R/CR
Potamogeton gramineus,NM,18.95672067,11.56313041,69.48014893,R/CR
Potamogeton lucens,NM,32.09706434,5.856678637,62.04625702,R/CR
Potamogeton natans,NM,47.26866059,9.0961887,43.63515071,CR
Potamogeton nodosus,NM,51.40604474,13.4708831,35.12307216,CR/CSR
Potamogeton obtusifolius,NM,6.470236738,27.31380194,66.21596132,R/SR
Stuckenia pectinata,NM,2.44749664,0,97.55250336,R
Potamogeton perfoliatus,NM,24.90727531,0,75.09272469,R/CR
Potamogeton polygonifolius,NM,28.94028586,54.91629783,16.14341631,S/CSR
Potamogeton pusillus,NM,0.450776834,42.53952569,57.00969748,SR
Potamogeton trichoides,NM,0,27.06674783,72.93325217,R/SR
Raphanus raphanistrum,NM,77.17168533,0,22.82831467,C/CR
Raphanus sativus,NM,62.3500127,0,37.6499873,CR
Reseda alba,NM,36.40326214,0,63.59673786,R/CR
Reseda luteola,NM,52.98177843,0.493848801,46.52437277,CR
Reynoutria x bohemica,NM,77.97759554,0,22.02240446,C/CR
Rhinanthus alectorolophus,NM,23.33998072,29.63852614,47.02149315,R/CSR
Rhinanthus glacialis,NM,5.966279029,40.08637917,53.94734181,SR
Rhinanthus minor,NM,9.388840432,44.59606594,46.01509363,SR
Rorippa palustris,NM,41.62808587,0,58.37191413,CR
Rorippa sylvestris,NM,20.71255387,0,79.28744613,R/CR
Roupala montana,NM,36.61923008,63.38076992,0,S/CS
Sagina apetala,NM,0,49.47906128,50.52093872,SR
Sagina nodosa,NM,0.588884575,62.26919166,37.14192376,S/SR
Saponaria ocymoides,NM,2.188866881,42.22993895,55.58119417,SR
Saponaria officinalis,NM,48.03838652,9.346741831,42.61487165,CR
Sarracenia purpurea,NM,65.4242949,15.65035793,18.92534717,C/CR
Scirpoides holoschoenus,NM,18.56046722,81.43953278,0,S/CS
Scleranthus annuus,NM,0,0.689906597,99.3100934,R
Scleranthus perennis,NM,0,44.7558824,55.2441176,SR
Sinapis alba,NM,61.00051338,0,38.99948662,CR
Sisymbrium altissimum,NM,65.05782092,0,34.94217908,C/CR
Sisymbrium loeselii,NM,47.95027594,17.33131638,34.71840768,CR/CSR
Sium latifolium,NM,64.15982879,0,35.84017121,C/CR
Teesdalia nudicaulis,NM,10.62422148,0,89.37577852,R
Mummenhoffia alliacea,NM,13.01527445,0,86.98472555,R
Thlaspi arvense,NM,18.7238478,0,81.2761522,R/CR
Thlaspi montanum,NM,12.64173212,0,87.35826788,R
Noccaea rotundifolia,NM,3.153758757,96.84624124,0,S
Gypsophila vaccaria,NM,61.0149746,1.898632629,37.08639277,CR
Wolffia arrhiza,NM,0,0,100,R
Acorus calamus,NM-AM,5.828056815,61.14011799,33.03182519,S/SR
Adoxa moschatellina,NM-AM,30.86960876,0,69.13039124,R/CR
Agalinis brachyphylla,NM-AM,1.269144949,98.73085505,0,S
Agonandra brasiliensis,NM-AM,32.95858487,67.04141513,0,S/CS
Aira praecox,NM-AM,0,56.60633896,43.39366104,SR
Alisma lanceolatum,NM-AM,44.92342635,0,55.07657365,CR
Alisma plantago-aquatica,NM-AM,71.18356969,0,28.81643031,C/CR
Amaranthus caudatus,NM-AM,61.22961098,6.090519968,32.67986905,C/CR
Amaranthus deflexus,NM-AM,31.04959595,0,68.95040405,R/CR
Amaranthus blitum subsp. oleraceus ,NM-AM,17.02781852,0,82.97218148,R/CR
Amaranthus powelli,NM-AM,41.40456116,17.1862927,41.40914614,CR/CSR
Amaranthus retroflexus,NM-AM,52.141922,23.69132356,24.16675445,C/CSR
Ammannia coccinea,NM-AM,34.47061185,7.773849481,57.75553867,CR
Anarrhinum bellidifolium,NM-AM,36.09899971,29.32606463,34.57493566,CSR
Aphelandra sinclairiana,NM-AM,60.6342842,12.44742699,26.91828881,C/CSR
Arenaria fendleri,NM-AM,1.159056708,77.98035568,20.86058761,S/SR
Arenaria lanuginosa,NM-AM,3.537474606,0,96.46252539,R
Arenaria lychnidea,NM-AM,4.408058457,70.22546836,25.36647319,S/SR
Arenaria serpyllifolia,NM-AM,0,45.38109075,54.61890925,SR
Arisaema triphyllum,NM-AM,69.11755746,0,30.88244254,C/CR
Aristolochia clematitis,NM-AM,55.580837,28.91286074,15.50630226,C/CSR
Aristolochia pallida,NM-AM,12.90094764,24.74616784,62.35288452,R/CSR
Armeria maritima,NM-AM,15.60525003,29.93749202,54.45725795,R/CSR
Asperugo procumbens,NM-AM,17.25941305,0,82.74058695,R/CR
Asperula aristata,NM-AM,0.568484575,49.07680654,50.35470889,SR
Asperula cynanchica,NM-AM,0,56.07965053,43.92034947,SR
Asperula tinctoria,NM-AM,3.3405149,45.83454493,50.82494017,SR
Aspidosperma discolor,NM-AM,48.19423415,39.35632679,12.44943906,CS/CSR
Aspidosperma spruceanum,NM-AM,57.42741705,42.57258295,0,CS
Asplenium ruta-muraria,NM-AM,12.57188993,54.62441536,32.80369471,S/CSR
Asplenium septentrionale,NM-AM,23.38199882,23.53784897,53.0801522,R/CSR
Asplenium trichomanes,NM-AM,25.74939344,42.28089521,31.96971134,CSR
Asplenium viride,NM-AM,29.7759212,8.859501625,61.36457717,R/CR
Atriplex calotheca,NM-AM,50.41586219,19.20980785,30.37432996,C/CSR
Atriplex glabriuscula,NM-AM,64.53700037,2.599755229,32.86324441,C/CR
Atriplex halimus,NM-AM,26.03640205,0,73.96359795,R/CR
Atriplex laciniata,NM-AM,45.8066936,26.51887638,27.67443003,C/CSR
Atriplex littoralis,NM-AM,56.30781476,0,43.69218524,CR
Atriplex micrantha,NM-AM,59.44523112,8.39013792,32.16463096,C/CR
Atriplex nitens,NM-AM,40.27436578,29.65149298,30.07414124,CSR
Atriplex oblongifolia,NM-AM,24.06844075,31.51925589,44.41230336,SR/CSR
Atriplex patula,NM-AM,50.83517984,0,49.16482016,CR
Atriplex prostrata,NM-AM,59.65299622,0,40.34700378,CR
Atriplex rosea,NM-AM,19.43585342,43.5186814,37.04546518,SR/CSR
Atriplex tatarica,NM-AM,22.68761918,35.78868913,41.52369169,SR/CSR
Bartsia alpina,NM-AM,7.30462184,58.52800562,34.16737254,SR
Berula erecta,NM-AM,25.79859036,0,74.20140964,R/CR
Bistorta officinalis,NM-AM,45.39388192,30.12866489,24.47745319,C/CSR
Bistorta vivipara,NM-AM,15.97461562,60.73031922,23.29506516,S/CSR
Borago officinalis,NM-AM,57.74354229,0,42.25645771,CR
Buchnera americana,NM-AM,6.333405768,79.38577622,14.28081801,S/SR
Buglossoides arvensis,NM-AM,31.6802163,0,68.3197837,R/CR
Aegonychon purpurocaeruleum,NM-AM,26.86170755,17.58009021,55.55820223,R/CSR
Bulbostylis eleocharoides,NM-AM,13.7890739,86.2109261,0,S
Bulbostylis emmerichiae,NM-AM,6.303348648,93.69665135,0,S
Bulbostylis lombardii,NM-AM,1.097210529,98.90278947,0,S
Bulbostylis paradoxa,NM-AM,1.777276299,98.2227237,0,S
Callitriche hamulata,NM-AM,0.97096228,25.51706765,73.51197007,R/SR
Callitriche palustris,NM-AM,2.636993123,0,97.36300688,R
Callitriche platycarpa,NM-AM,0.141538452,0,99.85846155,R
Callitriche stagnalis,NM-AM,0,0,100,R
Caltha palustris,NM-AM,59.12598343,0,40.87401657,CR
Capparidastrum frondosum,NM-AM,46.26426369,47.7217782,6.013958105,CS
Carex acuta,NM-AM,36.43267175,51.15515634,12.41217191,CS/CSR
Carex acutiformis,NM-AM,51.92168675,25.80340996,22.27490329,C/CSR
Carex alba,NM-AM,5.548964282,57.89452826,36.55650746,SR
Carex appropinquata,NM-AM,22.31547637,52.44839183,25.2361318,S/CSR
Carex aquatilis,NM-AM,31.14125832,65.29175228,3.566989404,S/CS
Carex arenaria,NM-AM,22.67384852,55.02990021,22.29625126,S/CSR
Carex atrata,NM-AM,17.26209436,57.9470906,24.79081504,S/CSR
Carex atrofusca,NM-AM,5.91610778,58.15173272,35.9321595,SR
Carex baldensis,NM-AM,29.6995446,62.77246355,7.527991856,S/CS
Carex bicknellii,NM-AM,14.79233015,51.31099783,33.89667201,SR/CSR
Carex bigelowii,NM-AM,13.4780234,65.48201147,21.03996513,S/SR
Carex brevior,NM-AM,12.56931518,57.49720173,29.93348309,S/CSR
Carex brizoides,NM-AM,19.70643954,52.50627548,27.78728499,S/CSR
Carex buxbaumii,NM-AM,51.33176327,42.82666234,5.841574386,CS
Carex caespitosa,NM-AM,30.95775391,41.78850281,27.25374329,CSR
Carex capillaris,NM-AM,0.800577605,85.35240147,13.84702092,S
Carex caryophyllea,NM-AM,7.957616451,68.95588521,23.08649834,S/SR
Carex cherokeensis,NM-AM,25.32352317,32.47844338,42.19803345,CSR
Carex chordorrhiza,NM-AM,4.879681539,62.74867686,32.3716416,S/SR
Carex canescens,NM-AM,14.97429231,44.81171742,40.21399027,SR/CSR
Carex curvula,NM-AM,5.969359496,94.0306405,0,S
Carex curvula,NM-AM,11.94032606,69.91194429,18.14772965,S/SR
Carex davalliana,NM-AM,7.094884475,82.83627319,10.06884233,S
Carex demissa,NM-AM,16.35815784,44.39633045,39.24551171,SR/CSR
Carex digitata,NM-AM,13.07875302,40.73471737,46.18652961,SR/CSR
Carex dioica,NM-AM,0,86.25483886,13.74516114,S
Carex distans,NM-AM,12.19792785,55.71307713,32.08899502,S/CSR
Carex divulsa,NM-AM,15.92464425,47.20147771,36.87387804,SR/CSR
Carex echinata,NM-AM,5.55013836,83.14160613,11.30825551,S
Carex elata,NM-AM,13.34695758,69.6804049,16.97263752,S/SR
Carex elongata,NM-AM,20.91293796,32.34963261,46.73742943,SR/CSR
Carex extensa,NM-AM,7.797360524,92.20263948,0,S
Carex ferruginea,NM-AM,15.55074117,73.31055506,11.13870376,S/CS
Carex ferruginea,NM-AM,13.71026095,65.01027839,21.27946065,S/SR
Carex firma,NM-AM,3.652270287,86.94027984,9.407449875,S
Carex flacca,NM-AM,33.26157231,56.57970906,10.15871863,S/CSR
Carex flava,NM-AM,12.4724757,78.33634297,9.191181332,S/CS
Carex foenea,NM-AM,14.26394576,51.60970681,34.12634743,SR/CSR
Carex frigida,NM-AM,23.84875356,47.56295362,28.58829283,S/CSR
Carex fritschii,NM-AM,17.20226106,62.07323845,20.7245005,S/CSR
Carex fuscula,NM-AM,10.51643079,72.41823466,17.06533455,S/SR
Carex geophila,NM-AM,7.061014048,88.04889593,4.890090024,S
Carex halleriana,NM-AM,9.367619896,72.13021963,18.50216047,S/SR
Carex hirta,NM-AM,19.67106352,20.33801493,59.99092155,R/CSR
Carex hostiana,NM-AM,6.002757813,71.40310328,22.59413891,S/SR
Carex houghtoniana,NM-AM,23.7439144,47.53253995,28.72354565,S/CSR
Carex humilis,NM-AM,15.65149338,55.5694182,28.77908842,S/CSR
Carex lachenalii,NM-AM,4.314486415,63.02375506,32.66175852,S/SR
Carex lasiocarpa,NM-AM,23.26109746,72.51141085,4.227491688,S/CS
Carex ligerica,NM-AM,10.12703723,69.79504024,20.07792252,S/SR
Carex limosa,NM-AM,4.319444975,57.40905747,38.27149755,SR
Carex liparocarpos,NM-AM,7.801519723,62.19853554,29.99994474,S/SR
Carex magellanica,NM-AM,10.07577729,46.14629687,43.77792584,SR
Carex meadii,NM-AM,6.062587942,85.27041748,8.666994575,S
Carex montana,NM-AM,11.62381442,61.74597462,26.63021096,S/SR
Carex mucronata,NM-AM,7.186287361,92.81371264,0,S
Carex muehlenbergii ,NM-AM,17.2299893,60.01452413,22.75548656,S/CSR
Carex nigra,NM-AM,15.62591626,60.94555715,23.42852659,S/CSR
Carex norvegica,NM-AM,4.329052024,60.44765434,35.22329364,S/SR
Carex oreophila,NM-AM,7.702598452,64.25052913,28.04687241,S/SR
Carex ornithopoda,NM-AM,8.307903111,70.98696614,20.70513075,S/SR
Carex ovalis,NM-AM,14.14075164,50.61908779,35.24016057,SR/CSR
Carex pallescens,NM-AM,31.54466602,28.06891768,40.38641631,CSR
Carex panicea,NM-AM,12.13895985,58.86155781,28.99948234,S/CSR
Carex paniculata,NM-AM,36.29995239,45.18707026,18.51297734,CS/CSR
Carex pauciflora,NM-AM,2.26773242,64.60126083,33.13100675,S/SR
Carex magellanica subsp. irrigua,NM-AM,7.47485837,67.74183299,24.78330864,S/SR
Carex pedunculata,NM-AM,13.58019271,46.4837862,39.93602109,SR/CSR
Carex pensylvanica,NM-AM,15.04329411,34.93082424,50.02588165,SR/CSR
Carex pilosa,NM-AM,38.60793491,34.70047891,26.69158618,CSR
Carex pilulifera,NM-AM,13.81411927,48.53558255,37.65029818,SR/CSR
Carex pseudocyperus,NM-AM,34.16266406,34.21917415,31.61816179,CSR
Carex pulicaris,NM-AM,3.053543097,96.9464569,0,S
Carex punctata,NM-AM,18.09410935,43.09368831,38.81220235,SR/CSR
Carex pyrenaica,NM-AM,4.331023576,64.45980059,31.20917584,S/SR
Carex remota,NM-AM,13.25757147,11.4048816,75.33754693,R/CR
Carex richardsonii,NM-AM,11.78573821,54.40125997,33.81300182,S/CSR
Carex riparia,NM-AM,51.58138938,43.11339928,5.305211334,CS
Carex rostrata,NM-AM,38.95155602,39.74284927,21.30559471,CS/CSR
Carex rupestris,NM-AM,1.813577308,98.18642269,0,S
Carex sartwellii,NM-AM,13.31871606,57.41350686,29.26777709,S/CSR
Carex saxatilis,NM-AM,14.8667021,70.49937542,14.63392247,S/CS
Carex scandinavica,NM-AM,19.63835427,57.55053832,22.81110742,S/CSR
Carex sempervirens,NM-AM,14.80625744,71.74483327,13.44890929,S/CS
Carex siccata,NM-AM,11.15885683,58.04065863,30.80048453,S/CSR
Carex sparganioides,NM-AM,26.97764049,25.90260214,47.11975737,R/CSR
Carex spicata,NM-AM,15.91101143,27.80145947,56.2875291,R/CSR
Carex sylvatica,NM-AM,38.39015424,23.03875947,38.57108629,CR/CSR
Carex tomentosa,NM-AM,13.77270411,61.71976823,24.50752766,S/CSR
Carex trinervis,NM-AM,25.7661526,46.58928222,27.64456518,S/CSR
Carex umbrosa,NM-AM,19.55900688,41.17486506,39.26612805,SR/CSR
Carex vaginata,NM-AM,12.5600266,55.35577794,32.08419546,S/CSR
Carex vesicaria,NM-AM,29.10718776,66.30544283,4.587369417,S/CS
Carex vulpina,NM-AM,28.38490715,47.60099021,24.01410263,S/CSR
Carex vulpinoidea,NM-AM,16.93177259,52.98256078,30.08566664,S/CSR
Carex xerantica,NM-AM,21.77745375,62.33549106,15.88705519,S/CSR
Cassipourea elliptica,NM-AM,38.07873758,53.998932,7.922330421,CS
Castilleja austromontana,NM-AM,8.991746292,64.58438334,26.42387037,S/SR
Castilleja integra,NM-AM,11.10595008,59.4478293,29.44622062,S/CSR
Cerastium alpinum,NM-AM,2.124193121,26.50105618,71.3747507,R/SR
Cerastium arvense,NM-AM,3.517296,41.6049801,54.8777239,SR
Cerastium brachypetalum,NM-AM,11.04341253,0,88.95658747,R
Cerastium cerastoides,NM-AM,0,30.89460442,69.10539558,R/SR
Cerastium fontanum,NM-AM,10.47416833,12.31723962,77.20859205,R/SR
Cerastium glomeratum,NM-AM,13.45396787,0,86.54603213,R
Cerastium fontanum subsp. vulgare,NM-AM,13.3079957,0,86.6920043,R
Cerastium latifolium,NM-AM,16.0519358,0,83.9480642,R
Cerastium ligusticum,NM-AM,3.402885739,0,96.59711426,R
Cerastium pedunculatum,NM-AM,3.56333634,0,96.43666366,R
Cerastium pumilum,NM-AM,0,0,100,R
Cerastium purpurascens,NM-AM,18.62670586,10.58772572,70.78556842,R/CR
Cerastium semidecandrum,NM-AM,6.31520967,45.23922649,48.44556384,SR
Cerastium tomentosum,NM-AM,7.771320114,43.95065049,48.2780294,SR
Cerastium uniflorum,NM-AM,6.612486817,0,93.38751318,R
Cerastium vulgare,NM-AM,10.37119055,0,89.62880945,R
Ceratocapnos claviculata,NM-AM,13.03571808,0,86.96428192,R
Ceratostigma plumbaginoides,NM-AM,23.23276923,37.13032934,39.63690143,SR/CSR
Cerinthe minor,NM-AM,40.26002509,0.67501693,59.06495798,CR
Cespedesia spathulata,NM-AM,79.51135238,19.1593291,1.329318516,C/CS
Champereia manillana,NM-AM,32.75073964,57.90980241,9.339457957,S/CSR
Chenopodium album,NM-AM,30.532574,34.10365736,35.36376864,CSR
Dysphania ambrosioides,NM-AM,37.17992944,1.91523011,60.90484045,CR
Blitum bonus-henricus,NM-AM,52.10202617,6.337162464,41.56081137,CR
Chenopodium ficifolium,NM-AM,30.0486251,30.37320888,39.57816601,CSR
Chenopodium fremontii,NM-AM,30.41453961,19.24812301,50.33733737,R/CSR
Oxybasis glauca,NM-AM,20.74501751,0,79.25498249,R/CR
Chenopodiastrum hybridum,NM-AM,43.94257432,0,56.05742568,CR
Oxybasis rubra,NM-AM,48.03109217,0,51.96890783,CR
Oxybasis urbica,NM-AM,32.61083439,43.67070402,23.71846159,CS/CSR
Chrysopogon gryllus,NM-AM,24.25133613,47.23147792,28.51718596,S/CSR
Cladium mariscus,NM-AM,54.61287029,45.38712971,0,CS
Commelina benghalensis,NM-AM,45.5613422,0,54.4386578,CR
Commelina communis,NM-AM,33.20468541,0,66.79531459,R/CR
Commelina petersii,NM-AM,31.45532797,0,68.54467203,R/CR
Corydalis cava,NM-AM,49.22897308,0,50.77102692,CR
Corydalis conorhiza,NM-AM,37.50608084,15.38305114,47.11086802,CR/CSR
Corydalis solida,NM-AM,36.66959542,0,63.33040458,R/CR
Corynephorus canescens,NM-AM,0.749982029,74.8941793,24.35583867,S/SR
Cyperus difformis,NM-AM,32.75219372,0,67.24780628,R/CR
Cyperus flavescens,NM-AM,11.54335343,0,88.45664657,R
Cyperus fuscus,NM-AM,10.81960976,0,89.18039024,R
Cyperus longus,NM-AM,30.45221959,29.9864318,39.5613486,CSR
Dracaena sanderiana,NM-AM,23.43653771,54.28934143,22.27412086,S/CSR
Echinochloa crus-galli,NM-AM,47.51422656,13.91416234,38.5716111,CR/CSR
Echium vulgare,NM-AM,65.91070073,4.245590515,29.84370875,C/CR
Eleocharis acicularis,NM-AM,0,0,100,R
Eleocharis mamillata,NM-AM,8.870447931,0,91.12955207,R
Eleocharis multicaulis,NM-AM,15.15546432,84.84453568,0,S
Eleocharis obtusa,NM-AM,23.09124564,38.8693244,38.03942995,SR/CSR
Eleocharis ovata,NM-AM,9.858472092,52.38473286,37.75679505,SR
Eleocharis palustris,NM-AM,45.67740081,0,54.32259919,CR
Eleocharis quinqueflora,NM-AM,4.164930105,95.83506989,0,S
Elodea canadensis,NM-AM,2.400256756,45.39692223,52.20282101,SR
Equisetum arvense,NM-AM,14.70962122,63.76519512,21.52518367,S/CSR
Equisetum fluviatile,NM-AM,15.77013985,84.22986015,0,S
Equisetum sylvaticum,NM-AM,12.89596829,47.20398368,39.90004802,SR/CSR
Equisetum telmateia,NM-AM,18.27613781,12.04845809,69.6754041,R/CR
Eragrostis mexicana,NM-AM,12.81602506,36.26362885,50.92034608,SR/CSR
Eragrostis minor,NM-AM,19.98505378,27.54227176,52.47267447,R/CSR
Eragrostis pectinacea,NM-AM,21.48818117,48.00218886,30.50962997,S/CSR
Eragrostis spectabilis,NM-AM,14.32304335,65.52860108,20.14835557,S/SR
Eriogonum alatum,NM-AM,27.08491182,72.91508818,0,S/CS
Eriogonum pharnaceoides,NM-AM,11.16959812,46.7271832,42.10321868,SR/CSR
Eriogonum racemosum,NM-AM,29.62948937,70.37051063,0,S/CS
Eriophorum angustifolium,NM-AM,30.3503567,63.40181757,6.247825731,S/CS
Eriophorum latifolium,NM-AM,16.45769082,59.63821725,23.90409194,S/CSR
Eriophorum scheuchzeri,NM-AM,34.00618484,38.96058165,27.03323351,CSR
Eriophorum vaginatum,NM-AM,16.19246862,76.13086034,7.67667104,S/CS
Eritrichium caucasicum,NM-AM,5.513946517,77.83345319,16.65260029,S/SR
Fallopia baldschuanica,NM-AM,44.38502676,1.797775398,53.81719784,CR
Fallopia convolvulus,NM-AM,42.34334322,17.53958454,40.11707224,CR/CSR
Fallopia dumetorum,NM-AM,33.31220866,19.95100083,46.73679052,CR/CSR
Reynoutria japonica,NM-AM,56.97280706,25.33085453,17.69633841,C/CSR
Fimbristylis puberula,NM-AM,8.850352087,73.50333407,17.64631384,S/SR
Galeopsis angustifolia,NM-AM,3.951533629,58.27729027,37.7711761,SR
Galeopsis ladanum,NM-AM,27.57886554,23.0917509,49.32938356,R/CSR
Galeopsis segetum,NM-AM,42.02782655,23.48448752,34.48768593,CR/CSR
Galeopsis tetrahit,NM-AM,33.10063911,0,66.89936089,R/CR
Galium album,NM-AM,4.459711527,35.4128417,60.12744678,SR
Galium aparine,NM-AM,13.68829008,0,86.31170992,R
Galium boreale,NM-AM,5.379323586,50.65588758,43.96478883,SR
Galium glaucum,NM-AM,3.872352631,49.10553574,47.02211163,SR
Galium lucidum,NM-AM,1.994214258,19.47104184,78.5347439,R/SR
Galium mollugo,NM-AM,10.53030965,28.03579838,61.43389196,R/SR
Galium mollugo,NM-AM,0.362943869,78.09176613,21.54529,S/SR
Galium montis-arerae,NM-AM,0,0,100,R
Galium obtusum,NM-AM,6.347921839,32.5418711,61.11020706,R/SR
