Species_name,Binary_Symb_AMvsEcM,C.selection,S.selection,R.selection,Cosine_CSR,CSR0.8,CSR0.81,CSR0.82,CSR0.825,CSR0.83,CSR0.84,CSR0.85,CSR0.86,CSR0.87,CSR0.875,CSR0.88,CSR0.89,CSR0.9,CSR0.91,CSR0.92,CSR0.925,CSR0.93,CSR0.94,CSR0.95,CSR0.96,CSR0.97,CSR0.975,CSR0.98,CSR0.99
Hypericum_canadense,AM,12.1091447,43.49701102,44.39384428,0.91179624,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Verbascum_phlomoides,AM,54.60878138,21.75766051,23.6335581,0.911270791,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Melica_nutans,AM,15.71233196,31.7479796,52.53968844,0.911137948,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Anthriscus_caucalis,AM,43.0921559,12.00283419,44.90500991,0.910884878,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Centaurea_rhaetica,AM,13.08479974,49.4111648,37.50403547,0.910684738,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Crepis_pyrenaica,AM,44.67996938,11.94229275,43.37773787,0.910535423,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Lysimachia_thyrsiflora,AM,32.49269835,15.19302105,52.3142806,0.910213878,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Hordeum_murinum,AM,19.46859955,26.05310181,54.47829864,0.909955156,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Poa_palustris,AM,12.99268458,49.61822621,37.38908921,0.909611015,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Cynodon_dactylon,AM,11.96858644,41.51873013,46.51268343,0.909412447,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Serjania_paucidentata,AM,50.8297939,35.52049659,13.64970951,0.909276368,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Staphylea_pinnata,AM,53.38769886,16.32129056,30.29101058,0.908995931,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Setaria_italica,AM,53.37517009,16.29064731,30.3341826,0.908964346,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Psychotria_tenuifolia,AM,52.22442855,33.01089357,14.76467788,0.908891229,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Euphorbia_palustris,AM,17.51074366,54.05045068,28.43880566,0.908695634,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Crepis_aurea,AM,18.31510976,27.32265466,54.36223559,0.908652831,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Maquira_guianensis,AM,50.06645478,36.88920445,13.04434077,0.908608409,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Laetia_procera,AM,40.46439227,47.48855886,12.04704887,0.908603512,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Ficus_popenoei,AM,48.07983582,39.72383094,12.19633324,0.908520008,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Alchornea_costaricensis,AM,33.55599424,52.02767699,14.41632877,0.908260217,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Ficus_citrifolia,AM,51.47368818,13.92057783,34.60573399,0.908241625,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Gentiana_pneumonanthe,AM,11.91830273,40.88354874,47.19814853,0.90820838,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Hirtella_triandra,AM,31.34868868,53.06928698,15.58202435,0.908128242,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Ranunculus_kuepferi,AM,22.22295037,55.07484542,22.70220421,0.908060934,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Erigeron_formosissimus,AM,14.47010787,52.20106116,33.32883097,0.907762596,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Quararibea_amazonica,AM,49.22667854,38.31594287,12.45737859,0.907603549,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Faramea_occidentalis,AM,41.85806676,46.57496744,11.5669658,0.90664551,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Geranium_sanguineum,AM,22.08724944,55.31590588,22.59684469,0.906288732,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Epilobium_coloratum,AM,11.32607523,43.54633967,45.1275851,0.905981918,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Mentha_aquatica,AM,34.77734998,13.55669295,51.66595707,0.905808348,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Viola_altaica,AM,12.46245927,49.93438097,37.60315977,0.905793432,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Davilla_nitida,AM,39.35479578,48.69665724,11.94854698,0.905773452,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Casearia_commersoniana,AM,44.19833336,44.5231614,11.27850524,0.905764858,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Hedera_helix,AM,36.07541763,12.99902762,50.92555475,0.905674212,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Pistacia_terebinthus,AM,53.14846153,31.84577032,15.00576815,0.90564496,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Mentha_suaveolens,AM,35.76087921,13.10662747,51.13249333,0.905525662,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Agrostis_stolonifera,AM,11.39914494,46.70586353,41.89499153,0.905368387,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Myrcia_gatunensis,AM,34.93731109,51.6691648,13.39352411,0.905019463,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Bromus_ciliatus,AM,11.82842803,48.79915751,39.37241445,0.904824753,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Tragopogon_porrifolius,AM,41.25270365,11.39678948,47.35050686,0.904570803,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Agrimonia_pubescens,AM,43.09728419,45.77179466,11.13092115,0.90428365,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Galinsoga_parviflora,AM,15.22463778,31.15144183,53.62392039,0.904128818,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Zizia_aurea,AM,53.32261385,31.87258674,14.80479941,0.904060284,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Leucanthemum_vulgare,AM,19.87419758,55.48762339,24.63817903,0.903777238,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Centaurea_nigra,AM,26.22649991,55.23369604,18.53980405,0.903620607,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Calamagrostis_arundinacea,AM,25.04338702,55.46673063,19.48988234,0.903480066,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Agrimonia_procera,AM,54.24471979,29.85826622,15.89701399,0.903133375,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Melinis_minutiflora,AM,26.40379048,55.29252854,18.30368098,0.902832108,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Anthoxanthum_aristatum,AM,14.73594647,31.72496445,53.53908908,0.902765117,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Syringa_vulgaris,AM,36.83463635,50.82927769,12.33608596,0.902486102,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Ligustrum_ovalifolium,AM,31.97133827,53.47900668,14.54965504,0.902345206,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Briza_media,AM,10.81436727,45.66300615,43.52262658,0.902078997,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Nectandra_lineata,AM,49.51469858,38.87741363,11.60788779,0.901900449,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Pulsatilla_aurea,AM,54.36549282,30.0015555,15.63295168,0.901659813,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Euphorbia_variabilis,AM,10.86740492,46.7742784,42.35831668,0.901651975,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Chrysophyllum_argenteum,AM,47.94879376,40.98021576,11.07099049,0.901556207,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Sloanea_guianensis,AM,37.63993885,50.41934609,11.94071507,0.901509561,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Agrostis_gigantea,AM,12.74441202,35.30432049,51.95126749,0.900818732,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Ocotea_cernua,AM,41.14074927,47.91849455,10.94075618,0.90074262,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Bothriochloa_insculpta,AM,10.89772402,47.74005594,41.36222004,0.900713784,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Geranium_richardsonii,AM,54.10675899,14.8606446,31.03259641,0.900418465,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Caraipa_densifolia,AM,37.65163557,50.55855361,11.78981082,0.900264054,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Artemisia_dracunculus,AM,10.63345616,46.86260915,42.50393469,0.89994176,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Ardisia_bartlettii,AM,38.62837631,49.92733746,11.44428622,0.89993048,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Artemisia_vulgaris,AM,39.05276769,49.64750008,11.29973223,0.899732153,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
Geranium_pratense,AM,55.66932667,17.91511701,26.41555632,0.899717941,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_gen,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe,CSR_spe
