Species_name,Symbiotic_type,C-selection,S-selection,R-selection
Cleistanthus maingayi,AM,44.39357191,39.19224958,16.41417851
Clematis alpina,AM,44.91422853,23.85097987,31.2347916
Clematis flammula,AM,41.10521819,24.50756737,34.38721443
Clematis recta,AM,47.27896819,19.03083645,33.69019536
Clematis vitalba,AM,58.24316598,4.603643277,37.15319074
Clematis viticella,AM,59.00398882,40.99601118,0
Clidemia dentata,AM,41.79770827,35.91661618,22.28567556
Clidemia octona,AM,47.94959988,28.30711512,23.74328501
Clidemia septuplinervia,AM,48.92966146,20.34544536,30.72489318
Clinopodium vulgare,AM,24.72441157,30.41269898,44.86288944
Clusia nemorosa,AM,69.62441886,30.37558114,0
Centaurea benedicta,AM,47.4826852,0,52.5173148
Cnidium dubium,AM,36.78670741,28.97439003,34.23890256
Cochlospermum regium,AM,59.424106,30.19366409,10.38222991
Coffea arabica,AM,18.2804326,60.53184289,21.18772451
Colchicum autumnale,AM,68.24790216,0,31.75209784
Colubrina glandulosa,AM,56.74680485,28.00119786,15.25199729
Combretum laxum,AM,40.74555053,59.25444947,0
Conium maculatum,AM,64.12384558,13.09627751,22.77987691
Connarus turczaninowii,AM,52.36206626,45.00972955,2.628204198
Conostegia bracteata,AM,48.50082154,30.33684565,21.16233281
Conostegia cinnamomea,AM,40.36235438,30.72039896,28.91724666
Consolida regalis,AM,20.39062041,36.9309769,42.67840269
Convallaria majalis,AM,44.8965883,14.10839765,40.99501405
Convolvulus arvensis,AM,30.58276334,6.673047327,62.74418933
Conyza bonariensis,AM,26.26442327,56.24760428,17.48797245
Erigeron canadensis,AM,9.980923261,42.27989406,47.73918268
Copaifera duckei,AM,26.29973274,58.78636822,14.91389904
Coptis trifolia subsp. groenlandica,AM,7.7210617,74.01765101,18.26128729
Cordia alliodora,AM,33.7242268,48.37537745,17.90039575
Cordia bicolor,AM,39.04463891,50.34231101,10.61305008
Cordia lasiocalyx,AM,37.38003841,47.28733084,15.33263075
Cordia superba,AM,57.41671845,31.42978564,11.15349592
Coreopsis palmata,AM,14.95693078,71.65070589,13.39236333
Coreopsis tinctoria,AM,52.43725016,0,47.56274984
Coriandrum sativum,AM,29.14934928,0,70.85065072
Cornus drummondii,AM,21.09181775,74.82864583,4.079536415
Cornus mas,AM,21.67218603,50.43801641,27.88979756
Cornus rugosa,AM,35.75163208,48.58301272,15.6653552
Cornus sanguinea,AM,43.09310076,41.15900039,15.74789885
Cornus sericea,AM,21.88517748,63.75902923,14.3557933
Cornus suecica,AM,17.22564998,7.746529599,75.02782043
Cosmos parviflorus,AM,27.87727351,0,72.12272649
Cotinus coggygria,AM,30.96807365,57.39903971,11.63288665
Cotoneaster horizontalis,AM,1.664847949,92.66805485,5.6670972
Cotoneaster integerrimus,AM,16.9466074,68.17476439,14.87862821
Cotula coronopifolia,AM,13.52817931,0,86.47182069
Coussarea curvigemmia,AM,47.50232154,25.74697698,26.75070149
Coutarea hexandra,AM,54.57952246,41.58486744,3.835610097
Crataegus laevigata,AM,18.77527857,55.9321023,25.29261912
Crataegus monogyna,AM,19.21660893,80.78339107,0
Crataegus submollis,AM,42.8407817,36.3229156,20.8363027
Crepis aurea,AM,18.31510976,27.32265466,54.36223559
Crepis capillaris,AM,36.3314091,0,63.6685909
Crepis foetida,AM,39.11738605,0,60.88261395
Crepis froelichiana,AM,37.2946619,17.77340301,44.93193509
Crepis glabra,AM,42.88639305,0,57.11360695
Crepis jacquinii,AM,17.28682129,59.52647286,23.18670585
Crepis pyrenaica,AM,44.67996938,11.94229275,43.37773787
Crepis setosa,AM,49.04340196,0,50.95659804
Crepis tectorum,AM,21.31134654,0,78.68865346
Crepis vesicaria,AM,53.58972946,0,46.41027054
Croton argyratus,AM,33.98089106,66.01910894,0
Croton billbergianus,AM,59.04438429,23.92578822,17.02982749
Croton capitatus,AM,12.72213412,77.22106681,10.05679907
Cruciata glabra,AM,4.157240086,15.46945817,80.37330174
Cruciata laevipes,AM,0.042216244,44.16966493,55.78811882
Cucurbita pepo,AM,86.299718,0,13.700282
Cupania cinerea,AM,76.57064576,21.49871831,1.930635929
Cupania impressinervia,AM,47.57084438,43.23009311,9.199062509
Cupania latifolia,AM,71.9128197,26.9617226,1.1254577
Cupania rufescens,AM,75.53271512,22.23338633,2.233898556
Cupania seemannii,AM,68.78363784,25.3707569,5.845605256
Cuphea ericoides,AM,0,100,0
Curatella americana,AM,63.18265323,36.81734677,0
Centaurea cyanus,AM,21.91243743,0,78.08756257
Centaurea triumfettii,AM,45.24703909,0,54.75296091
Cyclamen purpurascens,AM,40.58195885,0,59.41804115
Bignonia aequinoctialis,AM,46.11416783,51.14405496,2.741777213
Cymbalaria muralis,AM,18.88499728,0,81.11500272
Cynanchum nigrum,AM,29.48664757,37.4395648,33.07378764
Cynodon dactylon,AM,11.96858644,41.51873013,46.51268343
Cynoglossum officinale,AM,45.43508836,0,54.56491164
Cynometra malaccensis,AM,63.40361894,36.59638106,0
Cynosurus cristatus,AM,15.05454915,42.11656891,42.82888194
Cyrtomium fortunei,AM,79.48284008,0,20.51715992
Cystopteris fragilis,AM,31.1180047,0,68.8819953
Dacryodes laxa,AM,56.078111,43.921889,0
Dacryodes rostrata,AM,39.74354516,60.25645484,0
Dacryodes rugosa,AM,47.00969693,52.99030307,0
Dactylis glomerata,AM,43.69995725,27.93579519,28.36424756
Danthonia decumbens,AM,13.23184114,76.02894175,10.7392171
Danthonia spicata,AM,18.63514315,77.19345083,4.171406018
Daphne cneorum,AM,3.19053959,71.29707972,25.51238069
Daphne gnidium,AM,8.467933897,52.8041123,38.7279538
Daphne laureola,AM,43.70228398,48.96168087,7.336035146
Daphne mezereum,AM,31.97162759,8.049770743,59.97860166
Datura stramonium,AM,72.61865838,0,27.38134162
Daucus carota,AM,29.19602065,41.31181655,29.4921628
Davilla nitida,AM,39.35479578,48.69665724,11.94854698
Declieuxia fruticosa,AM,20.37069484,79.62930516,0
Dendropanax arboreus,AM,57.17987604,34.89037376,7.929750196
Dennstaedtia punctilobula,AM,22.71447934,31.47263358,45.81288709
Deschampsia cespitosa,AM,13.45542256,66.47438781,20.07018963
Avenella flexuosa,AM,1.663938306,68.1535083,30.18255339
Deschampsia setacea,AM,0,71.03604015,28.96395985
Catapodium rigidum,AM,0.138116298,60.51606073,39.34582297
Desmopsis panamensis,AM,46.6857138,38.81768341,14.49660279
Deutzia crenata,AM,36.69742064,44.37094619,18.93163317
Dialium guianense,AM,32.75709046,34.92445148,32.31845806
Dialium platysepalum,AM,41.80037271,53.79784241,4.401784889
Dichanthium ischaemum,AM,9.368341246,50.34289302,40.28876574
Dictamnus albus,AM,53.99169993,35.42676029,10.58153978
Digitalis grandiflora,AM,50.93377484,7.718093517,41.34813164
Digitalis lutea,AM,57.63676371,3.08689735,39.27633894
Digitaria ischaemum,AM,9.507744772,3.647979061,86.84427617
Digitaria milanjiana,AM,34.95077094,30.20488197,34.84434708
Digitaria sanguinalis,AM,38.73159834,0,61.26840166
Diospyros apiculata,AM,40.41748877,54.56928042,5.013230814
Diospyros artanthifolia,AM,36.11848665,58.51588938,5.365623978
Diospyros lotus,AM,44.66367216,52.43914058,2.897187254
Diospyros nutans,AM,33.44243018,60.41190912,6.145660699
Diospyros scortechinii,AM,26.7759363,71.40180369,1.82226001
Diospyros venosa,AM,32.19145645,67.78941928,0.01912427
Diospyros virginiana,AM,12.77256819,80.6373654,6.590066411
Diphasiastrum alpinum,AM,7.22136391,83.74528473,9.033351359
Diphasiastrum complanatum,AM,12.0749322,87.9250678,0
Diplospora malaccensis,AM,59.85153614,38.41836084,1.730103018
Diplusodon orbicularis,AM,4.541248664,95.45875134,0
Dipsacus pilosus,AM,56.10040018,0,43.89959982
Dipsacus strigosus,AM,70.85691025,18.39718635,10.7459034
Dipteryx oleifera,AM,73.5922419,20.35645963,6.051298461
Dittrichia viscosa,AM,45.37633787,0,54.62366213
Dolichorrhiza caucasica,AM,40.88841933,0,59.11158067
Doliocarpus major,AM,39.2396703,47.71800924,13.04232046
Doliocarpus olivaceus,AM,50.47282879,40.00483335,9.522337858
Doronicum clusii,AM,36.50524996,0,63.49475004
Doronicum grandiflorum,AM,39.29300389,0,60.70699611
Dryopteris affinis,AM,71.70049775,6.797303773,21.50219848
Dryopteris carthusiana,AM,73.44809265,9.497882998,17.05402435
Dryopteris dilatata,AM,42.37430554,18.73271516,38.89297929
Dryopteris expansa,AM,32.64856031,26.21476133,41.13667836
Dryopteris filix-mas,AM,70.8946005,7.858271076,21.24712843
Dryopteris remota,AM,66.55266508,0,33.44733492
Drypetes standleyi,AM,37.78276439,56.14083773,6.076397881
Duguetia gardneriana,AM,46.86875363,52.03337881,1.097867552
Echeandia flavescens,AM,38.3070729,0,61.6929271
Echinolaena inflexa,AM,15.94150494,77.94974899,6.108746069
Echinops exaltatus,AM,54.74063252,33.14608099,12.11328649
Echinops ritro,AM,78.06094132,11.96382179,9.975236893
Elatine hexandra,AM,0,29.33958832,70.66041168
Elatine hydropiper,AM,0,0,100
Eleusine indica,AM,15.71721403,33.96418613,50.31859984
Elymus athericus,AM,32.43106682,49.98932531,17.57960787
Elymus canadensis,AM,28.08386661,50.02806981,21.88806359
Elymus elymoides,AM,15.39765319,67.25631645,17.34603036
Elymus farctus,AM,18.96016752,76.00796215,5.031870332
Elymus repens,AM,30.98380062,36.28086335,32.73533602
Elymus trachycaulus,AM,12.90118069,48.14512953,38.95368978
Elymus repens,AM,20.12109908,48.23206178,31.64683914
Monoon fuscum,AM,60.15367692,35.38366136,4.462661714
Epilobium alpestre,AM,18.71758631,24.57178263,56.71063106
Epilobium anagallidifolium,AM,0,58.96777003,41.03222997
Chamaenerion angustifolium,AM,34.6426294,17.10450916,48.25286144
Epilobium brachycarpum,AM,6.7067445,5.870268355,87.42298715
Epilobium ciliatum,AM,19.30891309,0,80.69108691
Epilobium coloratum,AM,11.32607523,43.54633967,45.1275851
Epilobium dodonaei,AM,17.96342062,59.28432772,22.75225166
Epilobium fleischeri,AM,8.45177383,59.32501018,32.22321599
Epilobium ciliatum subsp. glandulosum,AM,3.243794986,72.53505322,24.22115179
Epilobium hirsutum,AM,35.573615,20.08484189,44.34154311
Epilobium montanum,AM,35.39006883,25.53877145,39.07115972
Epilobium nutans,AM,10.15834544,30.54887514,59.29277942
Epilobium palustre,AM,34.05412838,0,65.94587162
Erigeron alpinus,AM,16.67130316,43.4464315,39.88226535
Erigeron annuus,AM,41.26644724,12.94564006,45.7879127
Erigeron borealis,AM,13.41947733,0,86.58052267
Erigeron canadensis,AM,19.31106031,43.31354946,37.37539023
Erigeron caucasicus,AM,29.57735653,18.12914292,52.29350055
Erigeron divergens,AM,7.245850194,29.96835113,62.78579867
Erigeron flagellaris,AM,5.250120188,57.82825334,36.92162647
Erigeron formosissimus,AM,14.47010787,52.20106116,33.32883097
Erigeron karvinskianus,AM,14.4168649,18.04356887,67.53956624
Erigeron speciosus,AM,22.8497828,40.03819713,37.11202006
Erigeron strigosus,AM,13.41999059,44.47042374,42.10958566
Erigeron uniflorus,AM,2.678521187,20.8718896,76.44958921
Eriobotrya japonica,AM,54.55999924,45.44000076,0
Eriope arenaria,AM,1.365724387,87.3878215,11.24645411
Eriotheca macrophylla,AM,60.99493487,31.64415631,7.36090882
Erodium cicutarium,AM,35.4150072,0,64.5849928
Erodium lebelii,AM,17.29466011,46.60692864,36.09841125
Erodium moschatum,AM,63.79590749,0,36.20409251
Eryngium campestre,AM,81.30451858,18.69548142,0
Eryngium yuccifolium,AM,23.62698736,76.37301264,0
Erythronium dens-canis,AM,58.00969058,0,41.99030942
Erythroxylum macrophyllum,AM,61.54684711,36.82938872,1.62376417
Erythroxylum panamense,AM,29.85302523,44.29557348,25.8514013
Eschweilera ovata,AM,44.24797982,50.2446957,5.507324479
Eugenia candolleana,AM,35.44245318,44.37190021,20.18564662
Eugenia coloradoensis,AM,44.34675852,50.18767379,5.46556769
Eugenia galalonensis,AM,30.29857951,55.65316851,14.04825198
Eugenia nesiotica,AM,18.04413935,55.78403854,26.17182211
Eugenia oerstediana,AM,20.75165294,59.30478174,19.94356533
Eugenia punicifolia,AM,13.67047709,86.32952291,0
Euonymus europaeus,AM,29.44694151,51.40926856,19.14378993
Euonymus japonicus,AM,29.10475514,70.89524486,0
Eupatorium cannabinum,AM,51.89924558,16.24966608,31.85108834
Conoclinium coelestinum,AM,12.44814669,69.58588033,17.96597299
Eutrochium maculatum,AM,44.87326486,37.41894857,17.70778657
Eupatorium perfoliatum,AM,41.37565491,45.2071816,13.41716349
Ageratina altissima,AM,32.04199975,17.57408477,50.38391548
Euphorbia amygdaloides,AM,14.91841059,47.35521613,37.72637328
Euphorbia brachycera,AM,5.591549075,68.66004575,25.74840518
Euphorbia brittingeri,AM,7.27119943,43.04409377,49.6847068
Euphorbia characias,AM,26.02957014,68.6273041,5.343125753
Euphorbia corollata,AM,6.704874776,83.59312023,9.70200499
Euphorbia cyparissias,AM,0,55.18249182,44.81750818
Euphorbia dendroides,AM,16.47969208,50.29874475,33.22156316
Euphorbia dulcis,AM,11.22078606,23.7069974,65.07221655
Euphorbia esula,AM,6.150702878,31.1098952,62.73940192
Euphorbia falcata,AM,3.189010782,34.30611887,62.50487035
Euphorbia helioscopia,AM,22.97617375,0,77.02382625
Euphorbia lathyris,AM,40.93839144,8.242628229,50.81898033
Euphorbia nutans,AM,5.008813815,80.41510926,14.57607692
Euphorbia palustris,AM,17.51074366,54.05045068,28.43880566
Euphorbia paralias,AM,5.757729339,74.47804034,19.76423032
Euphorbia peplis,AM,19.058391,4.547582602,76.3940264
Euphorbia segetalis,AM,1.964603271,28.77812192,69.25727481
Euphorbia seguieriana,AM,4.673348313,60.39702148,34.92963021
Euphorbia serpillifolia,AM,1.869771719,0,98.13022828
Euphorbia serrulata,AM,8.287219817,31.56545656,60.14732362
Euphorbia spinosa,AM,1.077008038,63.18372798,35.73926398
Euphorbia variabilis,AM,10.86740492,46.7742784,42.35831668
Eustachys paspaloides,AM,11.92918199,22.87807178,65.19274622
Euterpe edulis,AM,45.81848648,38.20328215,15.97823137
Euthamia graminifolia,AM,12.25065771,67.31705853,20.43228376
Evolvulus lithospermoides,AM,6.114927241,70.31491701,23.57015575
Falcaria vulgaris,AM,77.43414722,10.81719859,11.74865419
Faramea occidentalis,AM,41.85806676,46.57496744,11.5669658
Festuca altissima,AM,33.89975643,30.56842224,35.53182134
Festuca arizonica,AM,6.415888407,77.68651232,15.89759927
Lolium arundinaceum,AM,38.40127059,24.01287216,37.58585725
Festuca brevipila,AM,6.43601892,93.56398108,0
Festuca brunnescens,AM,5.984635896,83.19667538,10.81868872
Lolium giganteum,AM,42.45480432,19.78543776,37.75975792
Festuca halleri,AM,2.061526602,93.16827593,4.770197467
Festuca ovina,AM,1.912559008,73.32197477,24.76546623
Festuca pallens,AM,7.229460817,92.77053918,0
Festuca paniculata,AM,23.57256555,56.14896896,20.2784655
Festuca psammophila,AM,5.567596656,94.43240334,0
Festuca quadriflora,AM,2.032965171,93.9141855,4.05284933
Festuca rubra,AM,10.40885498,35.70033219,53.89081284
Festuca rupicola,AM,7.173084413,78.47475961,14.35215597
Festuca ticinensis,AM,1.986709888,78.75348479,19.25980532
Festuca varia,AM,13.43674448,86.56325552,0
Festuca vivipara,AM,1.681363385,91.42875026,6.88988636
Ficus benjamina,AM,20.20457101,53.92439184,25.87103716
Ficus bullenei,AM,51.27274283,6.996331811,41.73092536
Ficus carica,AM,67.32923045,24.52354239,8.14722716
Ficus citrifolia,AM,51.47368818,13.92057783,34.60573399
Ficus costaricana,AM,37.34226045,60.91121436,1.746525183
Ficus insipida,AM,73.78439545,19.69030582,6.525298735
Ficus maxima,AM,59.65504428,29.98034461,10.36461111
Ficus obtusifolia,AM,57.20945133,42.79054867,0
Ficus popenoei,AM,48.07983582,39.72383094,12.19633324
Ficus tonduzii,AM,74.32858851,23.69975546,1.971656026
Ficus trigonata,AM,58.86887725,41.13112275,0
Ficus yoponensis,AM,47.02663848,51.55367913,1.419682398
Logfia minima,AM,0,58.18155307,41.81844693
Filago pyramidata,AM,1.066810144,49.43077791,49.50241194
Filipendula ulmaria,AM,63.37473779,16.64446187,19.98080033
Filipendula vulgaris,AM,30.57591781,49.5652288,19.85885339
Flourensia campestris,AM,31.67071148,68.32928852,0
Foeniculum vulgare,AM,77.31791835,22.68208165,0
Forsteronia viridescens,AM,55.04605327,37.53713535,7.416811378
Fragaria americana,AM,10.3492633,65.04303478,24.60770193
Fragaria moschata,AM,38.97267329,2.209857301,58.81746941
Fragaria vesca,AM,38.58495469,18.75365474,42.66139057
Fragaria virginiana,AM,27.38281137,61.79603718,10.82115145
Fragaria viridis,AM,22.81211336,57.29469573,19.89319091
Frangula alnus,AM,13.77966627,67.39732155,18.82301218
Fraxinus americana,AM,27.09887913,53.19057665,19.71054423
Fraxinus angustifolia,AM,50.47985917,41.76508776,7.755053072
Fraxinus excelsior,AM,62.00223117,27.57011581,10.42765302
Fraxinus ornus,AM,45.47606186,38.93074832,15.59318982
Fritillaria collina,AM,29.16969504,0,70.83030496
Fritillaria meleagris,AM,32.95899488,0,67.04100512
Gagea spathacea,AM,18.30783678,0,81.69216322
Galanthus nivalis,AM,42.58479913,0,57.41520087
Galatella linosyris,AM,5.456460218,82.24760513,12.29593465
Galearia fulva,AM,37.67225117,58.38826288,3.939485951
Galianthe peruviana,AM,0.666829467,99.33317053,0
Galinsoga quadriradiata,AM,31.93056318,0,68.06943682
Galinsoga parviflora,AM,15.22463778,31.15144183,53.62392039
Garcinia intermedia,AM,48.00028118,51.99971882,0
Garcinia madruno,AM,48.9477228,51.0522772,0
Garcinia malaccensis,AM,40.21225208,59.78774792,0
Genipa americana,AM,69.75784289,21.28272854,8.959428566
Gentiana acaulis,AM,13.21230026,81.81055077,4.977148972
Gentiana alpina,AM,9.136196705,71.67355682,19.19024647
Gentiana andrewsii,AM,37.68213074,34.79909603,27.51877322
Gentiana asclepiadea,AM,36.66188516,0,63.33811484
Gentiana bavarica,AM,0,66.00505177,33.99494823
Gentiana biebersteinii,AM,13.6635267,12.59808251,73.73839079
Gentiana brachyphylla,AM,0,66.59198605,33.40801395
Gentiana clusii,AM,41.72485569,55.27584889,2.99929542
Gentiana lutea,AM,77.83085305,13.29651403,8.87263292
Gentiana nivalis,AM,0,0,100
Gentiana pneumonanthe,AM,11.91830273,40.88354874,47.19814853
Gentiana punctata,AM,60.22821855,2.968217306,36.80356414
Gentiana purpurea,AM,46.34291475,30.52021998,23.13686527
Gentiana pyrenaica,AM,0.69892689,60.19842289,39.10265022
Gentiana septemfida,AM,13.91178932,21.35826184,64.72994883
Gentiana verna,AM,10.84489279,64.99270535,24.16240186
Gentianella insubrica,AM,19.78124396,0,80.21875604
Geranium caespitosum,AM,39.08658037,51.64228065,9.271138985
Geranium dissectum,AM,18.68557007,25.07888287,56.23554706
Geranium gymnocaulon,AM,35.03408872,40.72169891,24.24421237
Geranium lucidum,AM,31.80186158,16.06819944,52.12993898
Geranium maculatum,AM,51.89073127,6.925082697,41.18418604
Geranium molle,AM,23.98516098,32.82224336,43.19259565
Geranium nodosum,AM,55.26899577,5.948095037,38.78290919
Geranium palustre,AM,51.17845463,22.04227778,26.77926759
Geranium phaeum,AM,64.24961951,0,35.75038049
Geranium pratense,AM,55.66932667,17.91511701,26.41555632
Geranium richardsonii,AM,54.10675899,14.8606446,31.03259641
Geranium robertianum,AM,22.23572664,9.519846768,68.2444266
Geranium rotundifolium,AM,23.40906095,29.89400655,46.69693249
Geranium sanguineum,AM,22.08724944,55.31590588,22.59684469
Geranium sylvaticum,AM,35.51446301,31.02438074,33.46115625
Geum canadense,AM,41.33780906,27.79522987,30.86696108
Geum macrophyllum,AM,11.51755845,62.89200835,25.5904332
Geum montanum,AM,28.67148796,56.42652219,14.90198985
Geum reptans,AM,28.73376412,71.26623588,0
Geum rivale,AM,49.08891832,27.05314027,23.85794142
Geum urbanum,AM,48.11206697,29.66146482,22.2264682
Ginkgo biloba,AM,33.59417583,15.44843801,50.95738616
Gironniera parvifolia,AM,21.82159197,64.32336909,13.85503894
Glechoma hederacea,AM,16.60209922,0,83.39790078
Gleditsia triacanthos,AM,61.81602116,24.62379553,13.56018331
Gnaphalium hoppeanum,AM,2.655812516,75.73509504,21.60909244
Pseudognaphalium luteoalbum,AM,7.924314846,15.38974552,76.68593963
Gnaphalium obtusifolium,AM,22.46328576,0,77.53671424
Gamochaeta purpurea,AM,19.03666674,80.96333326,0
Gnaphalium supinum,AM,0,64.46875549,35.53124451
Gonocaryum gracile,AM,43.36689596,51.78595616,4.847147879
Gratiola officinalis,AM,11.59066167,16.43885574,71.97048258
Guarea bullata,AM,66.35811198,31.49516704,2.146720977
Guarea grandifolia,AM,79.71951453,15.76354774,4.516937727
Guarea guidonia,AM,70.26691463,23.1296692,6.603416171
Guatteria dumetorum,AM,42.30175065,45.01883521,12.67941415
Guatteria schomburgkiana,AM,41.97896961,50.80355017,7.217480218
Guazuma ulmifolia,AM,44.31815295,35.77716701,19.90468004
Guettarda foliacea,AM,43.16679283,32.87941992,23.95378725
Guettarda platypoda,AM,35.97939033,64.02060967,0
Gustavia superba,AM,67.28546059,19.5062654,13.208274
Gymnacranthera forbesii,AM,35.3047473,64.6952527,0
Gymnocarpium dryopteris,AM,33.09158318,10.49815147,56.41026536
Hamelia axillaris,AM,39.6858886,33.23169114,27.08242026
Hampea appendiculata,AM,65.67552177,22.33669761,11.98778061
Hancornia speciosa,AM,24.56816126,73.58962763,1.84221111
Handroanthus impetiginosus,AM,45.26122937,41.8683512,12.87041943
Handroanthus serratifolius,AM,43.06608203,17.4296349,39.50428307
Hasseltia floribunda,AM,50.94730284,31.54762246,17.50507469
Hebe franciscana,AM,15.07377067,76.75454724,8.171682089
Hedeoma hispida,AM,1.392120184,42.58036743,56.02751238
Hedera helix,AM,36.07541763,12.99902762,50.92555475
Stenaria nigricans,AM,0,74.60859424,25.39140576
Houstonia purpurea var. purpurea,AM,3.259658086,61.67791195,35.06242996
Heisteria acuminata,AM,41.09703434,49.26373061,9.639235051
Heisteria concinna,AM,43.72233447,56.13602684,0.141638694
Helenium autumnale,AM,9.87078949,85.50604024,4.623170274
Helianthella quinquenervis,AM,53.09062722,11.16484716,35.74452563
Helianthus annuus,AM,77.24684062,0,22.75315938
Helianthus grosseserratus,AM,37.73735539,33.39510882,28.86753578
Helianthus hirsutus,AM,15.6302848,77.69655609,6.67315911
Helianthus occidentalis,AM,37.40511002,43.53537822,19.05951177
Helianthus tuberosus,AM,71.74301376,0,28.25698624
Helicostylis tomentosa,AM,46.45092059,35.83174706,17.71733235
Avenula pubescens,AM,16.88748742,55.61827484,27.49423774
Helictochloa versicolor,AM,13.18226719,86.17754241,0.640190399
Heliomeris multiflora,AM,18.48886521,44.93000075,36.58113403
Helleborus foetidus,AM,79.54831902,7.221358967,13.23032201
Helleborus niger,AM,80.2945588,16.23338542,3.472055784
Helleborus viridis,AM,80.87603353,0.343562538,18.78040394
Henriettea succosa,AM,61.25324639,17.97726179,20.76949182
Anemone hepatica,AM,43.22604553,30.9166551,25.85729937
Heracleum mantegazzianum,AM,73.27969073,3.980732254,22.73957701
Heracleum sphondylium,AM,82.75160776,6.785042855,10.46334939
Herrania purpurea,AM,78.20799183,16.68121712,5.110791053
Heterotheca villosa,AM,10.85290062,61.49517378,27.6519256
Hibiscus syriacus,AM,34.21676241,44.41204113,21.37119646
Hieracium acuminatum,AM,40.18396934,0,59.81603066
Hieracium alpinum,AM,27.17065134,14.95523849,57.87411018
Hieracium amplexicaule,AM,62.88042024,0,37.11957976
Hieracium angustifolium,AM,9.562304421,59.17601881,31.26167677
Pilosella aurantiaca,AM,12.49703757,65.44357615,22.05938628
Hieracium bifidum,AM,25.90292614,32.66167795,41.43539591
Pilosella cymosa,AM,51.45875555,0,48.54124445
Hieracium echioides,AM,37.24253245,10.1636395,52.59382805
Hieracium fendleri,AM,41.99554477,0,58.00445523
Pilosella x floribunda,AM,30.03755303,0,69.96244697
Hieracium glaucinum,AM,59.67712623,0,40.32287377
Hieracium humile,AM,39.56308431,1.632416742,58.80449895
Hieracium intybaceum,AM,32.57354069,13.4180235,54.00843581
Pilosella lactucella,AM,26.34616961,0,73.65383039
Hieracium laevigatum,AM,26.83494592,3.293581755,69.87147232
Hieracium maculatum,AM,51.84994604,6.197029528,41.95302443
Hieracium murorum,AM,46.03831549,0,53.96168451
Pilosella officinarum,AM,22.6772368,36.00164622,41.32111697
Hieracium piloselloides,AM,36.08635163,23.89802477,40.0156236
Hieracium porrifolium,AM,31.40257422,30.23886812,38.35855766
Hieracium pratense,AM,39.77605438,18.51981283,41.70413279
Hieracium prenanthoides,AM,29.27482066,29.82100122,40.90417812
Hieracium racemosum,AM,42.00295115,0,57.99704885
Hieracium sabaudum,AM,36.60936008,19.78462233,43.60601759
Hieracium scabrum,AM,7.902506342,73.5570816,18.54041206
Hieracium tenuiflorum,AM,27.15621697,2.964350631,69.8794324
Hieracium umbellatum,AM,35.22818985,4.861953043,59.9098571
Hieracium villosum,AM,29.32194692,22.30727019,48.37078289
Hieracium lachenalii subsp. cruentifolium,AM,42.54643799,0,57.45356201
Hierochloe odorata,AM,0.862770644,18.28032435,80.856905
Hieronyma alchorneoides,AM,67.13217565,24.18351773,8.684306615
Himatanthus bracteatus,AM,64.52055037,30.07731514,5.40213449
Hiraea faginea,AM,42.61357237,41.53390774,15.85251989
Hiraea grandifolia,AM,60.84833347,32.89846906,6.253197462
Hiraea reclinata,AM,46.57107514,41.08028256,12.3486423
Hiraea smilacina,AM,50.11877534,31.49595967,18.38526498
Hirtella americana,AM,44.26491183,47.83768612,7.897402043
Hirtella ciliata,AM,28.22640666,71.77359334,0
Hirtella racemosa,AM,30.57010552,68.98192689,0.447967589
Hirtella triandra,AM,31.34868868,53.06928698,15.58202435
Holcus lanatus,AM,20.05958421,28.81512849,51.1252873
Holcus mollis,AM,24.03311463,21.53234505,54.43454032
Homogyne alpina,AM,24.89333831,73.91535818,1.19130351
Homolepis longispicula,AM,26.3677316,73.6322684,0
Hordelymus europaeus,AM,37.36292093,13.77742553,48.85965355
Hordeum vulgare var. distichon,AM,44.05173578,5.603475841,50.34478838
Hordeum hexastichum,AM,30.29171048,38.67865599,31.02963353
Hordeum marinum,AM,1.085333886,30.58085773,68.33380838
Hordeum murinum,AM,19.46859955,26.05310181,54.47829864
Hordeum vulgare,AM,52.09884431,6.735530216,41.16562547
Horminum pyrenaicum,AM,51.26826776,15.44925043,33.28248182
Hottonia palustris,AM,12.25863267,12.73224061,75.00912672
Humiriastrum diguense,AM,25.60299053,74.39700947,0
Hura crepitans,AM,52.99339577,33.63502341,13.37158082
Hyacinthoides non-scripta,AM,60.64572186,0,39.35427814
Hyalopoa pontica,AM,13.13334562,38.5323562,48.33429818
Pombalia prunifolia,AM,38.38190404,44.48355472,17.13454123
Hydrocotyle vulgaris,AM,25.56592416,0,74.43407584
Hymenaea courbaril,AM,48.91132255,37.77772956,13.31094789
Hymenopappus mexicanus,AM,55.97173541,0,44.02826459
Hyoscyamus niger,AM,58.67780146,0,41.32219854
Hypericum canadense,AM,12.1091447,43.49701102,44.39384428
Hypericum elodes,AM,5.944220862,24.95502105,69.10075808
Hypericum hirsutum,AM,17.67444464,39.4454288,42.88012656
Hypericum humifusum,AM,4.825304483,7.466599219,87.7080963
Hypericum linarioides,AM,4.610312322,53.97283382,41.41685386
Hypericum montanum,AM,17.33088181,40.84974971,41.81936848
Hypericum perforatum,AM,8.14525228,21.58203786,70.27270986
Hypericum sphaerocarpum,AM,5.832698063,79.84388877,14.32341317
Hypericum tetrapterum,AM,7.01365989,38.96215451,54.0241856
Hypochaeris glabra,AM,15.39314021,0,84.60685979
