Species_name,Symbiotic_type,C-selection,S-selection,R-selection
Hypochaeris maculata,AM,71.14701859,0,28.85298141
Hypochaeris radicata,AM,63.13333148,0,36.86666852
Hyptis complicata,AM,20.75374715,79.24625285,0
Eplingiella fruticosa,AM,14.96417866,79.40014305,5.635678288
Hyssopus officinalis,AM,13.30923594,29.07523915,57.61552491
Ilex aquifolium,AM,45.10456264,54.89543736,0
Impatiens balfourii,AM,46.8637272,0,53.1362728
Impatiens capensis,AM,31.49360995,21.80626089,46.70012916
Impatiens noli-tangere,AM,33.49229661,0,66.50770339
Impatiens pallida,AM,11.92916853,56.59260772,31.47822375
Impatiens parviflora,AM,38.85675362,0,61.14324638
Pentanema britannicum,AM,50.05961878,0,49.94038122
Inula helenium,AM,84.08936649,9.245735744,6.664897766
Inula hirta,AM,18.16690752,64.96861238,16.86448009
Inula salicina,AM,21.85298864,33.49202364,44.65498772
Ipomopsis aggregata,AM,45.34696885,0,54.65303115
Ipomopsis multiflora,AM,5.361389517,34.97601651,59.66259398
Iris foetidissima,AM,60.7250801,37.78085412,1.494065773
Iris graminea,AM,54.64628882,33.38411645,11.96959473
Iris missouriensis,AM,48.90275224,51.09724776,0
Iris pseudacorus,AM,81.90263054,4.246408349,13.85096111
Iris sibirica,AM,36.50044118,38.49229629,25.00726254
Ischaemum afrum,AM,14.90999609,76.8586693,8.231334618
Isopyrum biternatum,AM,18.22739403,9.974971755,71.79763421
Iva xanthiifolia,AM,71.28749138,0.220283502,28.49222512
Ixonanthes icosandra,AM,22.85906951,75.11624508,2.024685417
Ixora lobbii,AM,43.76648041,56.23351959,0
Jacaranda copaia,AM,75.37823747,20.59492691,4.026835623
Jacaranda racemosa,AM,23.61340899,72.14484084,4.241750173
Juglans regia,AM,73.15959083,21.44529011,5.395119058
Juniperus communis,AM,0,86.61433434,13.38566566
Juniperus oxycedrus,AM,1.288759578,85.50545531,13.20578511
Juniperus virginiana,AM,4.917166189,95.08283381,0
Jurinea cyanoides,AM,45.11757353,54.88242647,0
Kemulariella caucasica,AM,25.66924681,28.2629835,46.06776969
Kerria japonica,AM,27.87273135,39.0807708,33.04649785
Kickxia spuria,AM,33.99717496,7.600115151,58.40270989
Knautia arvensis,AM,70.26660566,5.660311568,24.07308277
Knautia drymeia,AM,57.10340481,0,42.89659519
Knautia transalpina,AM,67.08321739,8.602796037,24.31398658
Knautia velutina,AM,68.98193574,0,31.01806426
Knema furfuracea,AM,47.15803151,46.17319039,6.668778099
Knema laurina,AM,36.59067257,63.40932743,0
Knema patentinervia,AM,66.17554977,33.82445023,0
Knema scortechinii,AM,38.84700457,52.8645733,8.28842213
Koeleria pyramidata,AM,26.48951472,53.18034129,20.33014399
Koeleria glauca,AM,8.171813161,78.89620591,12.93198093
Koeleria macrantha,AM,14.20594448,72.84820696,12.94584856
Lacistema aggregatum,AM,42.53390652,32.29815694,25.16793654
Lacmellea panamensis,AM,33.42954518,49.34386313,17.22659169
Lactuca alpina,AM,68.57729558,0,31.42270442
Lactuca canadensis,AM,43.48432724,12.59898806,43.91668469
Lactuca perennis,AM,55.15238855,0,44.84761145
Lactuca serriola,AM,57.86110493,9.357709564,32.7811855
Lactuca tatarica,AM,52.5447129,0,47.4552871
Lactuca virosa,AM,65.22746257,3.17062066,31.60191677
Laennecia schiedeana,AM,21.14791542,5.451032441,73.40105213
Laetia procera,AM,40.46439227,47.48855886,12.04704887
Laetia thamnia,AM,33.35740944,49.95725041,16.68534015
Lafoensia punicifolia,AM,26.64026084,69.62530449,3.734434671
Lagurus ovatus,AM,14.57774404,16.72860369,68.69365227
Lansium domesticum,AM,47.81556018,52.18443982,0
Lantana camara,AM,34.53623779,46.42222814,19.04153407
Laphangium luteoalbum,AM,9.661883195,0,90.3381168
Lapsana communis,AM,48.16948711,1.590286519,50.24022637
Larrea divaricata,AM,1.020886504,98.9791135,0
Laserpitium halleri,AM,70.21335763,24.78535936,5.001283011
Laserpitium latifolium,AM,81.7331046,6.217071401,12.049824
Laserpitium nitidum,AM,60.99795239,25.32760574,13.67444186
Silphiodaucus prutenicus,AM,59.70790931,23.33977696,16.95231373
Laserpitium siler,AM,60.624169,32.807668,6.568163003
Laurus nobilis,AM,31.20844843,68.79155157,0
Lavandula angustifolia,AM,5.552648575,0,94.44735142
Lavandula latifolia,AM,16.37535215,0,83.62464785
Lavandula stoechas,AM,43.00004127,56.99995873,0
Lavoisiera confertiflora,AM,11.06703528,85.36212496,3.57083976
Leandra dichotoma,AM,47.76348958,16.2428499,35.99366052
Lecythis pisonis,AM,46.82897049,53.17102951,0
Legousia hybrida,AM,0,0,100
Legousia speculum-veneris,AM,6.452809238,0,93.54719076
Leiothrix crassifolia,AM,11.72171959,54.00640764,34.27187277
Scorzoneroides autumnalis,AM,16.96865302,42.24492881,40.78641818
Leontodon hispidus,AM,45.93011877,0,54.06988123
Leontodon incanus,AM,41.01547295,23.35369285,35.6308342
Scorzoneroides montana,AM,41.59371685,13.14582545,45.2604577
Scorzoneroides pyrenaica,AM,32.77422917,0,67.22577083
Leontodon taraxacoides,AM,30.65194547,6.66344298,62.68461155
Chaiturus marrubiastrum,AM,38.26921444,28.19786398,33.53292158
Leopoldia comosa,AM,67.1980703,0,32.8019297
Lepisanthes senegalensis,AM,59.76831192,40.00900205,0.222686031
Lepisanthes tetraphylla,AM,59.05179005,36.42762191,4.520588038
Lessingianthus psilophyllus,AM,6.104168442,93.89583156,0
Leucanthemopsis alpina,AM,5.244032939,0,94.75596706
Leucanthemum heterophyllum,AM,38.3748764,0,61.6251236
Leucanthemum ircutianum,AM,45.44214634,15.40116774,39.15668591
Leucanthemum vulgare,AM,20.8492526,0,79.1507474
Leucojum aestivum,AM,66.61605164,0,33.38394836
Leucojum vernum,AM,47.72944037,0,52.27055963
Liatris aspera,AM,20.320891,45.00725046,34.67185854
Liatris cylindracea,AM,13.89990948,71.73430512,14.36578539
Liatris pycnostachya,AM,39.15453647,60.84546353,0
Liatris squarrosa,AM,11.93018573,73.94293064,14.12688363
Liatris squarrulosa,AM,15.26456033,84.73543967,0
Licania hypoleuca,AM,25.53139721,61.118641,13.34996179
Licania octandra,AM,27.25702712,72.74297288,0
Licania platypus,AM,48.16473423,43.01692304,8.81834273
Ligularia sibirica,AM,53.14238507,20.25075569,26.60685924
Ligusticum mutellina,AM,22.17425359,46.01020788,31.81553853
Ligustrum lucidum,AM,42.7319797,57.2680203,0
Ligustrum ovalifolium,AM,31.97133827,53.47900668,14.54965504
Ligustrum sinense,AM,19.93703788,63.90372327,16.15923885
Ligustrum vulgare,AM,11.76064549,77.06511135,11.17424316
Lilium bulbiferum,AM,35.6614983,0,64.3385017
Lilium martagon,AM,47.03690006,0,52.96309994
Lindackeria laurina,AM,59.21996153,34.62032253,6.159715946
Linnaea borealis,AM,5.683218409,42.09549466,52.22128693
Linum australe,AM,0,83.14308836,16.85691164
Linum austriacum,AM,1.066370675,38.72265403,60.2109753
Linum catharticum,AM,0.081929546,36.23949255,63.67857791
Linum lewisii,AM,0,81.63156057,18.36843943
Linum medium,AM,0,0,100
Linum perenne,AM,1.165357744,21.24207385,77.5925684
Linum suffruticosum,AM,0,59.60208405,40.39791595
Linum tenuifolium,AM,0.290349699,65.91789192,33.79175839
Linum usitatissimum,AM,1.922869988,12.87216696,85.20496306
Lithrea molleoides,AM,22.81633187,77.18366813,0
Litsea magnifica,AM,41.81250599,51.84946442,6.338029594
Gagea serotina,AM,34.68371411,0,65.31628589
Filago arvensis,AM,3.995265806,29.9910223,66.0137119
Logfia minima,AM,0,59.27111109,40.72888891
Lolium perenne,AM,21.68276386,0,78.31723614
Lolium remotum,AM,43.53683691,2.641756868,53.82140622
Lolium rigidum,AM,8.70764354,44.96168709,46.33066937
Lolium temulentum,AM,32.90502955,27.4238378,39.67113265
Lomelosia argentea,AM,7.867505597,92.1324944,0
Lomelosia graminifolia,AM,29.68973235,30.61691345,39.6933542
Lonicera alpigena,AM,42.90996974,23.78174193,33.30828832
Lonicera caerulea,AM,18.28764473,49.36491519,32.34744008
Lonicera caprifolium,AM,31.67424568,43.02670137,25.29905295
Lonicera implexa,AM,20.73547323,79.26452677,0
Lonicera japonica,AM,34.03361665,51.30532669,14.66105666
Lonicera nigra,AM,19.31045245,57.39053821,23.29900934
Lonicera periclymenum,AM,12.69951316,72.8206375,14.47984934
Lonicera xylosteum,AM,34.03361665,51.30532669,14.66105666
Lozania pittieri,AM,43.8231761,24.19921096,31.97761294
Luehea seemannii,AM,42.03796375,48.06718869,9.894847561
Lychnophora rupestris,AM,0.098846963,99.90115304,0
Lycium barbarum,AM,57.44545413,0,42.55454587
Lycopodiella inundata,AM,0,0,100
Lycopus americanus,AM,16.86773312,32.13173104,51.00053584
Lycopus europaeus,AM,34.13049241,0,65.86950759
Lysimachia nummularia,AM,12.47833264,32.1609919,55.36067546
Lysimachia thyrsiflora,AM,32.49269835,15.19302105,52.3142806
Lysimachia vulgaris,AM,32.97824261,26.08996586,40.93179153
Macaranga lowii,AM,64.52323478,35.47676522,0
Dieteria canescens,AM,9.507858614,81.60730292,8.884838465
Xanthisma gracile,AM,0,57.75337416,42.24662584
Maclura tinctoria,AM,37.79825949,41.09169612,21.11004439
Macrocnemum roseum,AM,58.82205632,20.88666307,20.2912806
Madhuca malaccensis,AM,24.04716949,66.81875056,9.134079951
Berberis aquifolium,AM,47.87476874,52.12523126,0
Maianthemum bifolium,AM,30.01960787,30.55348863,39.4269035
Maianthemum canadense,AM,20.00797715,52.66089408,27.33112877
Mallotus penangensis,AM,62.57479842,33.93574603,3.489455555
Malpighia romeroana,AM,48.10119414,22.69563048,29.20317538
Malus sylvestris,AM,27.21168881,68.28250122,4.505809968
Malva alcea,AM,40.87211745,0,59.12788255
Malva neglecta,AM,21.94796284,28.27320615,49.77883101
Malva pusilla,AM,56.37733314,0,43.62266686
Malva sylvestris,AM,67.44613071,1.9491333,30.60473599
Malva verticillata,AM,70.09640925,4.226489887,25.67710086
Manilkara bidentata,AM,44.55178658,55.44821342,0
Manilkara salzmannii,AM,40.57210991,51.41939796,8.008492134
Maquira guianensis,AM,50.06645478,36.88920445,13.04434077
Maranta noctiflora,AM,35.66131786,33.1585709,31.18011125
Maranthes panamensis,AM,33.2451114,66.7548886,0
Marcetia acerosa,AM,0,100,0
Marcetia taxifolia,AM,0,63.54754253,36.45245747
Margaritaria nobilis,AM,40.7081786,41.86498634,17.42683506
Marila laxiflora,AM,52.35715738,38.12739059,9.515452027
Maripa panamensis,AM,51.5177417,39.73737979,8.744878513
Marrubium vulgare,AM,15.88621115,66.79800132,17.31578752
Martinella obovata,AM,61.6693491,31.3095069,7.021143999
Adelphia hiraea,AM,44.23679044,50.24055522,5.52265434
Matricaria caucasica,AM,19.94142406,0,80.05857594
Matricaria chamomilla,AM,74.42002205,11.61381139,13.96616656
Matricaria matricarioides,AM,15.72259979,44.12314419,40.15425603
Matteuccia struthiopteris,AM,67.7976758,0,32.2023242
Monteverdia erythroxyla,AM,35.61339993,64.38660007,0
Monteverdia schippii,AM,47.18371297,47.30141506,5.514871977
Tricerma vitis-idaeum,AM,27.08685066,72.91314934,0
Meiogyne monosperma,AM,40.23469912,55.46355651,4.30174437
Melica ciliata,AM,15.09026793,62.52020817,22.3895239
Melica nutans,AM,15.71233196,31.7479796,52.53968844
Melica uniflora,AM,17.10731769,31.1251907,51.76749161
Melinis minutiflora,AM,26.40379048,55.29252854,18.30368098
Melinis repens,AM,20.42517094,51.04659882,28.52823024
Melittis melissophyllum,AM,38.12186196,0,61.87813804
Memecylon minutiflorum,AM,35.06357429,64.93642571,0
Mentha aquatica,AM,34.77734998,13.55669295,51.66595707
Mentha arvensis,AM,20.40395309,7.350181191,72.24586572
Mentha badensis,AM,31.47301062,41.83034276,26.69664662
Mentha longifolia,AM,39.68874403,14.29522245,46.01603352
Mentha pulegium,AM,11.45120897,12.42258414,76.12620689
Mentha suaveolens,AM,35.76087921,13.10662747,51.13249333
Mercurialis annua,AM,29.4027665,6.699879182,63.89735432
Mercurialis perennis,AM,38.53476528,0,61.46523472
Mesosetum exaratum,AM,2.294285594,97.70571441,0
Mesosetum loliiforme,AM,19.956418,62.19413167,17.84945033
Mespilus germanica,AM,28.14560468,44.14816057,27.70623474
Mesua cornerii,AM,60.25384146,39.74615854,0
Mesua ferrea,AM,26.50867103,69.82861637,3.662712602
Miconia affinis,AM,52.02964681,31.4862264,16.48412679
Miconia albicans,AM,48.01356707,51.98643293,0
Miconia argentea,AM,64.69749613,30.14723456,5.155269303
Miconia dorsiloba,AM,51.14303527,28.51949582,20.33746891
Miconia elata,AM,74.028254,24.31786962,1.653876376
Miconia hondurensis,AM,59.48175908,29.55026083,10.96798009
Miconia impetiolaris,AM,70.67659355,20.62953415,8.693872303
Miconia minutiflora,AM,43.71709205,54.05427816,2.228629794
Miconia nervosa,AM,52.51642512,29.94068481,17.54289008
Miconia prasina,AM,59.12071782,32.91447288,7.964809307
Microcos lanceolata,AM,27.88753679,66.42175608,5.690707134
Microdesmis caseariifolia,AM,62.86722118,37.13277882,0
Micropyrum tenellum,AM,0.970878226,29.08069071,69.94843106
Milium effusum,AM,34.25117397,16.12062992,49.62819612
Erythranthe guttata,AM,36.05421556,0,63.94578444
Mimulus ringens,AM,22.28443199,17.14079538,60.57477263
Minaria ditassoides,AM,2.354923907,97.64507609,0
Molinia caerulea,AM,15.6899357,65.27470702,19.03535728
Molopospermum peloponnesiacum,AM,83.26420641,10.08585477,6.649938815
Monarda fistulosa,AM,26.54022934,39.493497,33.96627366
Monarda punctata,AM,24.91993099,35.76125766,39.31881135
Monocarpia marginalis,AM,46.18403384,53.81596616,0
Morus alba,AM,49.54626121,39.67045445,10.78328434
Mouriri myrtilloides,AM,23.15694172,66.65551389,10.18754439
Muhlenbergia minutissima,AM,0.831083067,43.32745396,55.84146298
Muhlenbergia montana,AM,6.78203232,93.21796768,0
Muhlenbergia ramulosa,AM,0,100,0
Muhlenbergia rigens,AM,11.31657193,88.68342807,0
Muhlenbergia schreberi,AM,4.998593476,52.69952355,42.30188298
Muhlenbergia wrightii,AM,7.265011123,74.43260548,18.3023834
Munroa squarrosa,AM,0.311936305,67.86164228,31.82642142
Muscari botryoides,AM,41.34697767,0,58.65302233
Cicerbita muralis,AM,29.12688902,11.25774336,59.61536762
Myosurus minimus,AM,11.35413058,0,88.64586942
Myrcia gatunensis,AM,34.93731109,51.6691648,13.39352411
Myrcia guianensis,AM,26.59322468,67.40650119,6.000274137
Myrcia multiflora,AM,13.78306381,86.21693619,0
Myrcia sylvatica,AM,32.77699343,67.22300657,0
Myrcia tomentosa,AM,32.30932077,67.69067923,0
Myrospermum frutescens,AM,41.68783015,42.30056807,16.01160178
Ardisia guianensis,AM,62.31505368,37.68494632,0
Nardus stricta,AM,4.76680001,90.5245772,4.708622793
Nectandra cissiflora,AM,57.18351676,38.33877189,4.477711353
Nectandra lineata,AM,49.51469858,38.87741363,11.60788779
Damburneya purpurea,AM,42.22299903,57.77700097,0
Neoscortechinia kingii,AM,33.62357736,66.37642264,0
Nepeta cataria,AM,18.4806212,17.89420377,63.62517503
Nephelium costatum,AM,51.52072891,48.47927109,0
Nerium oleander,AM,35.5043076,64.4956924,0
Nicandra physalodes,AM,69.4768765,0.193365652,30.32975784
Nicotiana rustica,AM,77.14867114,0,22.85132886
Nigella arvensis,AM,16.27928265,12.06685771,71.65385964
Nigella damascena,AM,42.65193494,8.072692407,49.27537265
Nonea pulla,AM,50.02600871,0,49.97399129
Ochanostachys amentacea,AM,40.15416004,49.34998028,10.49585968
Ochroma pyramidale,AM,79.04446763,18.77898211,2.176550255
Ocotea canaliculata,AM,48.38740771,51.61259229,0
Ocotea cernua,AM,41.14074927,47.91849455,10.94075618
Ocotea indecora,AM,35.13316698,61.12190129,3.744931736
Ocotea ira,AM,67.49081687,32.50918313,0
Ocotea notata,AM,41.64324994,58.35675006,0
Ocotea oblonga,AM,42.21159272,50.57212279,7.216284486
Ocotea puberula,AM,44.89041919,41.49914382,13.61043699
Ocotea whitei,AM,35.95841413,61.13577041,2.905815463
Oenocarpus mapora,AM,76.70928095,23.29071905,0
Oenothera ammophila,AM,55.77996732,0,44.22003268
Oenothera biennis,AM,37.41791628,44.35612127,18.22596245
Oenothera x erythrosepala,AM,63.35765494,0,36.64234506
Oenothera glazioviana,AM,59.92236342,29.93651724,10.14111934
Oenothera parviflora,AM,30.92041671,16.59413555,52.48544775
Oenothera perennis,AM,2.046325645,72.26508735,25.68858701
Oenothera pubescens,AM,22.99253629,0,77.00746371
Oenothera rosea,AM,15.10444055,19.82049213,65.07506732
Oenothera stucchii,AM,58.24836862,29.8954324,11.85619897
Gnaphalium norvegicum,AM,17.68084096,38.92261292,43.39654612
Gnaphalium supinum,AM,0,53.67296012,46.32703988
Omphalea diandra,AM,71.34251553,21.31303027,7.344454199
Onoclea sensibilis,AM,52.87683683,15.16269682,31.96046635
Onopordum acanthium,AM,61.45371332,22.65942161,15.88686507
Oreochloa disticha,AM,1.632142911,98.36785709,0
Origanum vulgare,AM,5.113259727,69.97867573,24.90806455
Orlaya grandiflora,AM,47.76350893,15.27370207,36.962789
Ornithogalum umbellatum,AM,59.66118445,0,40.33881555
Osmunda regalis,AM,84.01338966,12.02586631,3.960744032
Otanthus maritimus,AM,23.96887627,0,76.03112373
Ouratea hexasperma,AM,34.6162124,65.3837876,0
Ouratea lucens,AM,42.13171663,56.30882611,1.559457262
Oxalis acetosella,AM,22.39728954,0,77.60271046
Oxalis alpina,AM,10.08474187,0,89.91525813
Oxalis corniculata,AM,7.198814406,0,92.80118559
Oxalis stricta,AM,23.21211475,0,76.78788525
Pachira quinata,AM,67.20852987,22.26297224,10.52849789
Pachira sessilis,AM,66.47661207,23.19309994,10.330288
Packera multilobata,AM,33.54286296,34.54971749,31.90741955
Paeonia officinalis,AM,67.79847106,27.33375076,4.867778178
Actinocephalus geniculatus,AM,14.2769842,80.35765775,5.365358059
Paepalanthus nigrescens,AM,27.20079212,58.03585741,14.76335047
Palicourea guianensis,AM,50.79492991,34.49988654,14.70518355
Panicum capillare,AM,31.14023198,46.2985707,22.56119731
Panicum cyanescens,AM,7.812129578,81.19569376,10.99217667
Panicum dichotomiflorum,AM,61.28472498,14.56216765,24.15310737
Panicum flexile,AM,6.735201042,67.39874192,25.86605704
Panicum philadelphicum subsp. gattingeri,AM,2.887314355,50.36173686,46.75094879
Panicum lindheimeri,AM,3.114989582,66.9227101,29.96230032
Panicum virgatum,AM,17.03559207,57.06047782,25.90393011
Tanaecium pyramidatum,AM,64.71310178,21.76245289,13.52444533
Parapholis strigosa,AM,0,54.945649,45.054351
Paris quadrifolia,AM,48.47307904,0,51.52692096
Parnassia palustris,AM,20.96196588,18.80512202,60.2329121
Paropsia varecifomis,AM,32.1909866,66.2483412,1.560672197
Parthenocissus inserta,AM,66.4681399,15.60059058,17.93126952
Parthenocissus quinquefolia,AM,66.23192904,13.05695062,20.71112034
Parthenocissus tricuspidata,AM,55.14810841,31.4094461,13.44244549
Paspalum dilatatum,AM,33.67658589,26.059108,40.2643061
Paspalum erianthum,AM,24.87302083,75.12697917,0
Paspalum floridanum,AM,4.473579692,73.26952999,22.25689032
Paspalum pectinatum,AM,20.12856679,79.87143321,0
Passiflora vitifolia,AM,50.7406112,17.87134677,31.38804203
Pastinaca sativa,AM,62.68937849,16.12059844,21.19002307
Paullinia baileyi,AM,73.22567946,16.35887311,10.41544743
Paullinia fibrigera,AM,52.38663645,45.22558488,2.387778672
Paullinia rugosa,AM,74.44254345,20.24581978,5.311636772
Paullinia turbacensis,AM,54.13118311,31.61791423,14.25090267
Paulownia tomentosa,AM,84.16489347,2.66421469,13.17089183
Payena lucida,AM,31.06223066,59.82150033,9.11626901
Ormopteris cymbiformis,AM,27.70836578,72.29163422,0
Cenchrus ciliaris,AM,16.47060448,67.37188798,16.15750754
Cenchrus mezianus,AM,13.78335476,19.21237351,67.00427173
Penstemon barbatus,AM,39.54710063,43.25269502,17.20020435
Penstemon linarioides,AM,0,100,0
Penstemon virgatus,AM,21.07695047,78.92304953,0
Pentagonia macrophylla,AM,90.53779713,6.256761098,3.205441772
Pentaspadon motleyi,AM,43.01382697,56.98617303,0
Pera glabrata,AM,37.40952426,62.59047574,0
Perebea xanthochyma,AM,53.63193823,38.68854513,7.679516645
Periploca graeca,AM,48.46749932,20.46615356,31.06634712
Petasites albus,AM,77.18021552,0,22.81978448
Petasites spurius,AM,97.13714807,0.97457213,1.888279797
Petrea volubilis,AM,48.578342,43.14113685,8.280521155
Peucedanum cervaria,AM,58.23045693,28.06412176,13.70542132
Peucedanum officinale,AM,62.19609174,37.53276143,0.271146826
Peucedanum oreoselinum,AM,49.51176995,33.1843259,17.30390415
Peucedanum ostruthium,AM,66.23461814,17.09570055,16.6696813
Peucedanum palustre,AM,61.93810717,17.66036142,20.40153142
Phaeanthus ophthalmicus,AM,50.02450349,49.04781874,0.927677768
Phagnalon saxatile,AM,10.92016229,74.45169303,14.62814468
Phalaris arundinacea,AM,35.7248493,35.61475952,28.66039118
Phalaris canariensis,AM,42.50758241,25.96442594,31.52799164
Phegopteris connectilis,AM,50.44503385,3.633551687,45.92141446
Phillyrea angustifolia,AM,12.43046279,87.56953721,0
Phillyrea latifolia,AM,30.67593617,69.32406383,0
Phleum alpinum,AM,9.717630903,65.65241319,24.6299559
Phleum arenarium,AM,5.488389989,75.14532479,19.36628522
Phleum phleoides,AM,11.0418382,66.04469597,22.91346582
Phleum pratense,AM,26.86106684,30.94831272,42.19062045
Phleum rhaeticum,AM,20.56935778,57.23321595,22.19742626
Phlox divaricata,AM,18.61730401,14.39764284,66.98505315
Phlox speciosa,AM,9.947147485,85.03000406,5.022848452
Bignonia corymbosa,AM,53.76512279,38.62030199,7.614575227
Physalis heterophylla,AM,51.58074763,6.865794134,41.55345824
Physoplexis comosa,AM,31.44710637,25.11042038,43.44247324
Phyteuma betonicifolium,AM,40.20988669,0,59.79011331
Phyteuma globulariifolium,AM,3.31517311,41.75992065,54.92490624
Phyteuma hemisphaericum,AM,2.941156217,31.97538379,65.08345999
Phyteuma nigrum,AM,34.22196077,0,65.77803923
Phyteuma orbiculare,AM,14.96243369,54.77541295,30.26215336
Phyteuma ovatum,AM,35.98532537,0,64.01467463
Phyteuma scheuchzeri,AM,33.44470531,22.8324399,43.72285479
Phyteuma spicatum,AM,49.81583487,0,50.18416513
Picramnia latifolia,AM,60.29121538,33.65082972,6.057954909
Helminthotheca echioides,AM,55.50208933,0,44.49791067
Picris hieracioides,AM,39.23657719,8.198595021,52.56482778
Pilosella officinarum,AM,9.111957191,21.24643163,69.64161118
Pimelodendron griffithianum,AM,35.74666977,56.52121353,7.732116706
Pimpinella saxifraga,AM,12.89350729,55.91078405,31.19570866
Pimpinella major,AM,48.98416927,16.05683103,34.95899969
Oloptum miliaceum,AM,19.64436044,36.68476675,43.67087281
Pistacia lentiscus,AM,29.4271079,70.5728921,0
Pistacia terebinthus,AM,53.14846153,31.84577032,15.00576815
Plantago alpina,AM,16.94925464,34.47129999,48.57944538
Plantago indica,AM,19.4855902,0,80.5144098
Plantago argyraea,AM,12.46983442,66.74841708,20.7817485
Plantago atrata,AM,39.62325874,41.04640096,19.33034029
Plantago coronopus,AM,32.3546551,0,67.6453449
Plantago lanceolata,AM,71.82116429,0,28.17883571
Plantago major,AM,40.5764192,15.86313362,43.56044718
Plantago media,AM,61.58467511,0,38.41532489
Plantago rugelii,AM,63.28969555,20.71818077,15.99212368
Platanus x hispanica,AM,52.01202179,33.82016719,14.16781101
Platycladus orientalis,AM,0,100,0
Pleonotoma variabilis,AM,59.12966707,31.44970457,9.420628365
Poa alpina,AM,15.18032112,78.15097762,6.668701257
Poa annua,AM,8.177841985,3.424071116,88.3980869
Poa bulbosa,AM,0,39.64463959,60.35536041
Poa chaixii,AM,14.55803797,61.13859206,24.30336997
Poa compressa,AM,11.42620796,60.096814,28.47697804
Poa fendleriana,AM,7.822582529,92.17741747,0
Poa glauca,AM,9.25888992,47.35460272,43.38650736
Poa laxa,AM,11.69507858,57.67087908,30.63404234
Poa nemoralis,AM,6.931848353,32.42758545,60.6405662
Poa palustris,AM,12.99268458,49.61822621,37.38908921
Poa pratensis,AM,12.36239044,0,87.63760956
Poa trivialis,AM,32.21974611,35.59036002,32.18989387
Podocarpus macrophyllus,AM,13.16492466,86.83507534,0
Pogonophora schomburgkiana,AM,48.44203326,33.66767725,17.89028948
Polygala alpestris,AM,2.296902932,37.81338384,59.88971323
Polygala amarella,AM,5.988792545,26.00762264,68.00358482
Polygala chamaebuxus,AM,17.41064096,69.32132782,13.26803122
Polygala glochidiata,AM,0,80.6916724,19.3083276
Polygala grandiflora,AM,2.624140285,79.55032869,17.82553103
Polygala nicaeensis,AM,8.899311212,9.634691813,81.46599697
Polygala polygama,AM,1.766630971,50.99060168,47.24276735
Polygala serpyllifolia,AM,0.152890333,29.68151218,70.16559748
Polygala vulgaris,AM,2.589393352,66.69505352,30.71555312
Polygonatum multiflorum,AM,42.43197764,0,57.56802236
Polygonatum odoratum,AM,54.72513525,9.646860057,35.6280047
Polygonatum verticillatum,AM,22.1246506,0,77.8753494
Polystichum aculeatum,AM,69.97912042,16.33852366,13.68235592
Polystichum lonchitis,AM,59.79476888,40.20523112,0
Popowia pisocarpa,AM,38.32425379,58.13668018,3.539066032
Porterandia anisophylla,AM,28.55824589,65.07320333,6.368550782
Posoqueria latifolia,AM,64.11093905,29.71626501,6.172795937
Potentilla alba,AM,33.09206662,40.88908172,26.01885166
Potentilla anglica,AM,20.55023141,35.66431917,43.78544942
Potentilla anserina,AM,67.50325761,16.2269679,16.26977449
Potentilla argentea,AM,11.6955612,64.4753379,23.8291009
Potentilla aurea,AM,15.61606146,42.74310844,41.6408301
Potentilla brauniana,AM,4.964129787,69.21757747,25.81829275
Potentilla caulescens,AM,28.68626059,34.45226037,36.86147904
Potentilla cinerea,AM,13.05056816,73.43137772,13.51805412
Potentilla crantzii,AM,12.76313533,65.16886503,22.06799964
Potentilla crinita,AM,20.65295484,73.66901312,5.678032038
Potentilla erecta,AM,16.48155217,50.5166361,33.00181173
Potentilla gelida,AM,12.29327803,64.70901362,22.99770835
Potentilla heptaphylla,AM,21.67541185,61.03068966,17.29389848
Potentilla hippiana,AM,26.79955838,68.14637329,5.054068326
Potentilla indica,AM,28.25695626,51.19050216,20.55254158
Potentilla intermedia,AM,23.27213609,47.96561863,28.76224528
Potentilla nivea,AM,14.92388235,63.15764435,21.9184733
Potentilla norvegica,AM,32.17129843,43.53656925,24.29213232
Comarum palustre,AM,32.08492576,41.40613415,26.50894009
Potentilla pusilla,AM,21.46483214,62.31965947,16.21550839
Potentilla recta,AM,25.56147842,51.80201375,22.63650782
Potentilla reptans,AM,40.72376727,20.29921837,38.97701435
Drymocallis rupestris,AM,16.66347498,52.6812483,30.65527672
Potentilla simplex,AM,16.72932598,50.93592276,32.33475126
Potentilla subviscosa,AM,14.64142804,63.85908959,21.49948237
Potentilla tabernaemontani,AM,23.90031134,59.20229333,16.89739533
Poulsenia armata,AM,68.41296303,28.22768923,3.359347743
Pourouma bicolor,AM,76.45605803,21.32855936,2.21538261
Pouteria bangii,AM,40.07972401,45.76730602,14.15296997
Pouteria fossicola,AM,54.27571591,36.89469032,8.829593774
Pouteria gardneri,AM,35.6639869,52.82438604,11.51162706
Pouteria glomerata,AM,49.47534168,44.39789769,6.126760634
Pouteria reticulata,AM,34.6237666,52.76714858,12.60908482
Pouteria stipitata,AM,29.98497543,58.95063875,11.06438582
Prenanthes purpurea,AM,50.6736175,0,49.3263825
Prestelia eriopus,AM,12.79160445,87.20839555,0
Primula algida,AM,53.99495024,19.93039915,26.0746506
Primula auricula,AM,67.26933785,0,32.73066215
